	Dir_30g		
80.078125	-15.75	142.14	0.97
81.054688	-15.86	141.86	0.97
82.031250	-15.81	142.07	0.98
83.007813	-15.71	143.06	0.99
83.984375	-15.64	144.02	1.00
84.960938	-15.53	144.85	1.00
85.937500	-15.43	145.51	1.00
86.914063	-15.29	145.61	0.99
87.890625	-15.08	145.33	1.00
88.867188	-14.86	145.48	0.99
89.843750	-14.60	145.03	0.96
90.820313	-14.35	144.52	0.99
91.796875	-14.16	143.80	1.00
92.773438	-14.00	142.65	0.99
93.750000	-13.89	142.12	1.00
94.726563	-13.82	141.66	1.00
95.703125	-13.80	141.48	0.98
96.679688	-13.76	141.24	0.98
97.656250	-13.67	141.23	0.98
98.632813	-13.56	141.19	0.99
99.609375	-13.42	141.01	1.00
100.585938	-13.25	140.80	1.00
101.562500	-13.06	140.56	1.00
102.539063	-12.87	140.27	1.00
103.515625	-12.65	139.97	1.00
104.492188	-12.44	139.64	0.98
105.468750	-12.20	139.41	0.96
106.445313	-11.98	139.31	0.97
107.421875	-11.76	138.66	0.98
108.398438	-11.57	137.71	0.99
109.375000	-11.39	136.86	1.00
110.351563	-11.23	136.21	0.99
111.328125	-11.09	135.68	0.98
112.304688	-10.97	135.37	0.99
113.281250	-10.87	135.17	0.98
114.257813	-10.79	135.17	0.99
115.234375	-10.76	135.49	0.98
116.210938	-10.69	135.82	0.98
117.187500	-10.61	136.01	0.99
118.164063	-10.52	136.17	1.00
119.140625	-10.38	136.20	0.97
120.117188	-10.20	136.31	0.97
121.093750	-10.08	136.04	0.99
122.070313	-9.99	135.94	0.99
123.046875	-9.92	135.57	0.99
124.023438	-9.87	135.27	0.98
125.000000	-9.82	135.09	0.98
125.976563	-9.78	134.99	0.97
126.953125	-9.73	134.92	0.93
127.929688	-9.60	135.09	0.92
128.906250	-9.45	134.99	0.98
129.882813	-9.30	134.79	0.96
130.859375	-9.17	134.67	0.99
131.835938	-9.03	134.60	0.99
132.812500	-8.87	134.61	0.99
133.789063	-8.70	134.61	1.00
134.765625	-8.53	134.55	1.00
135.742188	-8.35	134.40	0.99
136.718750	-8.16	134.16	0.99
137.695313	-7.97	133.78	1.00
138.671875	-7.69	132.90	1.00
140.625000	-7.42	131.61	0.99
142.578125	-7.17	129.09	0.98
144.531250	-7.02	127.10	0.98
146.484375	-6.80	125.37	0.99
148.437500	-6.62	123.15	0.99
150.390625	-6.48	120.99	0.99
152.343750	-6.41	119.55	0.99
154.296875	-6.37	118.70	0.98
156.250000	-6.22	117.54	0.98
158.203125	-6.04	115.94	0.99
160.156250	-5.93	113.99	0.99
162.109375	-5.86	112.03	0.99
164.062500	-5.85	110.35	0.99
166.015625	-5.94	109.10	0.99
167.968750	-6.01	108.52	0.99
169.921875	-6.06	108.10	0.99
171.875000	-6.07	107.82	0.99
173.828125	-6.09	107.51	0.99
175.781250	-6.09	107.37	0.99
177.734375	-6.09	107.43	0.99
179.687500	-6.15	107.90	0.98
181.640625	-6.25	108.71	0.95
183.593750	-6.30	109.83	0.98
185.546875	-6.24	111.39	0.96
187.500000	-6.05	112.77	0.98
189.453125	-5.73	113.90	0.99
191.406250	-5.38	114.55	0.99
193.359375	-5.00	114.63	0.99
195.312500	-4.62	114.46	0.99
197.265625	-4.22	114.19	0.98
199.218750	-3.74	113.66	0.97
201.171875	-3.25	112.59	0.98
203.125000	-2.76	110.74	0.93
205.078125	-2.36	108.57	0.98
207.031250	-2.06	106.35	0.98
208.984375	-1.84	104.38	1.00
210.937500	-1.65	102.61	1.00
212.890625	-1.48	100.98	0.99
214.843750	-1.35	99.38	1.00
216.796875	-1.23	97.91	0.99
218.750000	-1.12	96.66	1.00
220.703125	-1.01	95.50	1.00
222.656250	-0.89	94.30	0.99
224.609375	-0.79	93.07	0.99
226.562500	-0.70	91.72	0.99
228.515625	-0.65	90.38	1.00
230.468750	-0.62	89.05	1.00
232.421875	-0.61	87.81	1.00
234.375000	-0.62	86.58	0.99
236.328125	-0.66	85.57	0.99
238.281250	-0.69	84.87	0.99
240.234375	-0.70	84.31	0.99
242.187500	-0.67	83.59	0.99
244.140625	-0.64	82.73	1.00
246.093750	-0.63	81.99	0.99
248.046875	-0.62	81.35	1.00
250.000000	-0.59	80.79	1.00
251.953125	-0.56	80.33	0.99
253.906250	-0.52	79.95	1.00
255.859375	-0.46	79.71	1.00
257.812500	-0.38	79.50	0.99
259.765625	-0.27	79.35	0.99
261.718750	-0.13	79.04	0.99
263.671875	0.02	78.62	1.00
265.625000	0.17	78.07	0.99
267.578125	0.34	77.31	0.99
269.531250	0.54	76.25	0.97
271.484375	0.75	74.87	0.95
273.437500	0.92	73.26	1.00
275.390625	1.05	71.65	1.00
277.343750	1.15	69.19	1.00
281.250000	1.20	66.69	0.99
285.156250	1.06	64.14	0.99
289.062500	0.79	61.44	0.99
292.968750	0.44	59.08	0.99
296.875000	0.03	57.24	0.99
300.781250	-0.39	56.12	0.99
304.687500	-0.78	56.19	0.98
308.593750	-1.06	57.69	0.99
312.500000	-1.24	59.33	0.99
316.406250	-1.37	60.96	0.99
320.312500	-1.47	62.91	0.99
324.218750	-1.44	65.22	0.98
328.125000	-1.27	67.41	0.94
332.031250	-0.96	69.33	0.98
335.937500	-0.58	70.44	0.99
339.843750	-0.13	70.71	0.98
343.750000	0.37	69.88	0.99
347.656250	0.82	68.31	0.98
351.562500	1.16	65.78	0.98
355.468750	1.41	62.84	0.99
359.375000	1.53	60.28	0.99
363.281250	1.53	58.02	0.98
367.187500	1.44	56.23	0.99
371.093750	1.35	55.13	0.99
375.000000	1.30	54.42	0.99
378.906250	1.28	53.82	0.99
382.812500	1.29	53.34	0.99
386.718750	1.33	52.84	1.00
390.625000	1.38	52.31	1.00
394.531250	1.47	51.63	1.00
398.437500	1.57	50.81	1.00
402.343750	1.64	49.79	1.00
406.250000	1.69	48.45	1.00
410.156250	1.69	47.09	1.00
414.062500	1.64	45.69	0.99
417.968750	1.57	44.67	0.99
421.875000	1.49	43.75	0.99
425.781250	1.37	42.95	1.00
429.687500	1.25	42.36	1.00
433.593750	1.13	42.13	0.99
437.500000	1.02	42.26	0.99
441.406250	0.96	42.46	1.00
445.312500	0.94	42.65	1.00
449.218750	0.95	42.77	0.99
453.125000	0.98	42.62	0.99
457.031250	0.98	42.24	0.99
460.937500	0.97	41.74	1.00
464.843750	0.93	41.28	1.00
468.750000	0.87	40.90	0.99
472.656250	0.83	40.65	0.98
476.562500	0.82	40.55	0.98
480.468750	0.85	40.57	0.99
484.375000	0.88	40.35	0.99
488.281250	0.88	39.95	1.00
492.187500	0.89	39.61	0.99
496.093750	0.89	39.27	0.99
500.000000	0.87	39.13	0.99
503.906250	0.87	39.16	1.00
507.812500	0.88	39.27	0.99
511.718750	0.91	39.47	0.99
515.625000	0.99	39.65	0.99
519.531250	1.11	39.74	0.99
523.437500	1.24	39.50	0.99
527.343750	1.35	38.84	0.99
531.250000	1.43	37.85	0.99
535.156250	1.47	36.73	0.99
539.062500	1.45	35.80	0.99
542.968750	1.41	35.13	0.99
546.875000	1.38	34.69	0.99
550.781250	1.37	34.30	0.99
554.687500	1.37	33.82	0.99
560.000000	1.35	33.08	0.99
568.000000	1.27	32.27	0.98
576.000000	1.12	31.94	0.98
584.000000	1.07	32.19	0.98
592.000000	1.11	32.45	0.99
600.000000	1.16	32.39	0.99
608.000000	1.29	32.31	0.99
616.000000	1.41	31.65	0.98
624.000000	1.45	30.29	0.99
632.000000	1.44	29.40	0.99
640.000000	1.40	28.69	0.99
648.000000	1.31	28.11	1.00
656.000000	1.17	27.92	0.99
664.000000	1.05	28.07	0.97
672.000000	1.06	28.82	0.98
680.000000	1.18	29.58	0.99
688.000000	1.32	30.12	0.99
696.000000	1.52	30.16	0.99
704.000000	1.73	29.53	1.00
712.000000	1.91	28.54	0.99
720.000000	1.98	27.53	0.99
728.000000	2.02	26.71	0.99
736.000000	2.03	25.88	1.00
744.000000	2.04	25.25	1.00
752.000000	2.05	24.64	0.99
760.000000	2.04	24.04	0.99
768.000000	2.08	23.39	0.99
776.000000	2.10	22.51	1.00
784.000000	2.09	21.45	0.99
792.000000	2.03	20.45	1.00
800.000000	1.94	19.77	0.99
808.000000	1.81	19.43	0.99
816.000000	1.67	19.44	0.99
824.000000	1.57	19.68	1.00
832.000000	1.50	20.19	0.99
840.000000	1.49	20.72	0.99
848.000000	1.54	21.14	0.99
856.000000	1.64	21.25	0.99
864.000000	1.74	21.02	0.99
872.000000	1.81	20.71	0.99
880.000000	1.85	20.41	0.99
888.000000	1.90	20.06	0.99
896.000000	1.96	19.71	0.99
904.000000	1.99	19.26	0.98
912.000000	2.00	18.89	0.99
920.000000	2.04	18.42	0.99
928.000000	2.08	17.73	0.99
936.000000	2.12	16.94	0.99
944.000000	2.13	16.18	0.99
952.000000	2.10	15.57	0.99
960.000000	2.06	15.13	0.99
968.000000	2.01	14.85	0.97
976.000000	1.94	14.58	0.99
984.000000	1.90	14.32	0.99
992.000000	1.88	14.16	0.98
1000.000000	1.88	13.89	0.98
1008.000000	1.86	13.63	0.98
1016.000000	1.85	13.60	0.99
1024.000000	1.85	13.62	0.99
1032.000000	1.85	13.54	1.00
1040.000000	1.85	13.42	1.00
1048.000000	1.83	13.35	1.00
1056.000000	1.81	13.39	1.00
1064.000000	1.80	13.43	1.00
1072.000000	1.81	13.48	0.99
1080.000000	1.81	13.46	0.99
1088.000000	1.80	13.37	0.99
1096.000000	1.77	13.26	0.98
1104.000000	1.75	13.37	0.96
1112.000000	1.75	13.61	0.98
1120.000000	1.79	13.70	0.99
1128.000000	1.85	13.70	1.00
1136.000000	1.90	13.61	1.00
1144.000000	1.96	13.41	0.99
1152.000000	1.99	12.99	0.99
1160.000000	2.00	12.54	1.00
1168.000000	2.00	12.12	0.99
1176.000000	1.98	11.77	1.00
1184.000000	1.97	11.61	0.99
1192.000000	1.98	11.54	0.99
1200.000000	1.99	11.49	0.99
1208.000000	2.01	11.42	0.99
1216.000000	2.05	11.35	0.99
1224.000000	2.09	11.22	0.98
1232.000000	2.15	10.96	0.99
1240.000000	2.19	10.61	0.99
1248.000000	2.22	10.23	0.99
1256.000000	2.25	9.90	0.99
1264.000000	2.28	9.59	0.99
1272.000000	2.30	9.26	0.99
1280.000000	2.32	8.86	0.99
1288.000000	2.34	8.44	0.99
1296.000000	2.34	7.99	0.99
1304.000000	2.32	7.67	0.97
1312.000000	2.31	7.39	0.99
1320.000000	2.30	6.99	0.99
1328.000000	2.28	6.64	0.99
1336.000000	2.26	6.42	0.99
1344.000000	2.24	6.28	0.99
1352.000000	2.23	6.17	0.99
1360.000000	2.22	5.97	0.99
1368.000000	2.22	5.79	0.99
1376.000000	2.24	5.66	0.97
1384.000000	2.28	5.52	0.99
1392.000000	2.31	5.36	0.99
1400.000000	2.35	5.18	0.99
1408.000000	2.40	4.95	0.99
1416.000000	2.45	4.61	0.99
1424.000000	2.50	4.14	0.98
1432.000000	2.52	3.58	0.99
1440.000000	2.54	3.05	1.00
1448.000000	2.56	2.47	1.00
1456.000000	2.57	1.85	1.00
1464.000000	2.57	1.19	0.98
1472.000000	2.54	0.67	0.99
1480.000000	2.50	0.29	1.00
1488.000000	2.47	0.01	0.99
1496.000000	2.45	-0.25	0.99
1504.000000	2.44	-0.58	0.99
1512.000000	2.42	-1.03	0.99
1520.000000	2.39	-1.49	0.99
1528.000000	2.35	-1.90	0.99
1536.000000	2.30	-2.19	1.00
1544.000000	2.26	-2.39	0.99
1552.000000	2.23	-2.53	0.99
1560.000000	2.20	-2.69	0.99
1568.000000	2.17	-2.87	0.99
1576.000000	2.15	-3.07	1.00
1584.000000	2.12	-3.24	0.98
1592.000000	2.09	-3.36	0.97
1600.000000	2.08	-3.39	0.94
1608.000000	2.08	-3.33	0.94
1616.000000	2.07	-3.42	0.98
1624.000000	2.05	-3.43	0.98
1632.000000	2.02	-3.32	0.99
1640.000000	2.01	-3.19	0.99
1648.000000	2.02	-3.07	0.99
1656.000000	2.04	-3.00	0.98
1664.000000	2.06	-3.05	1.00
1672.000000	2.08	-3.17	0.99
1680.000000	2.10	-3.33	0.98
1688.000000	2.11	-3.45	0.94
1696.000000	2.13	-3.54	0.98
1704.000000	2.16	-3.74	0.99
1712.000000	2.18	-4.05	0.99
1720.000000	2.18	-4.43	0.99
1728.000000	2.18	-4.81	1.00
1736.000000	2.17	-5.17	0.99
1744.000000	2.17	-5.51	0.97
1752.000000	2.16	-5.81	0.99
1760.000000	2.15	-6.19	0.99
1768.000000	2.13	-6.64	0.98
1776.000000	2.10	-7.08	0.99
1784.000000	2.06	-7.47	0.99
1792.000000	2.03	-7.85	0.99
1800.000000	2.00	-8.21	0.99
1808.000000	1.96	-8.56	0.99
1816.000000	1.92	-8.88	0.99
1824.000000	1.87	-9.19	1.00
1832.000000	1.82	-9.50	1.00
1840.000000	1.77	-9.79	0.99
1848.000000	1.71	-10.06	0.98
1856.000000	1.65	-10.32	0.98
1866.665649	1.61	-10.73	0.95
1893.332275	1.55	-11.25	0.97
1919.998901	1.45	-11.85	0.99
1946.665527	1.38	-12.02	0.99
1973.332153	1.32	-11.71	0.99
1999.998779	1.30	-11.21	0.97
2026.665405	1.24	-10.19	0.97
2053.332031	1.15	-9.71	0.99
2079.998779	1.11	-9.33	0.99
2106.665527	1.08	-9.43	0.98
2133.332275	1.02	-9.39	0.99
2159.999023	0.94	-9.23	0.98
2186.665771	0.87	-9.18	0.97
2213.332520	0.80	-8.96	0.95
2239.999268	0.78	-8.56	0.98
2266.666016	0.80	-8.55	0.99
2293.332764	0.83	-8.66	0.99
2319.999512	0.86	-9.05	0.99
2346.666260	0.84	-9.55	0.99
2373.333008	0.81	-9.84	0.98
2399.999756	0.79	-9.94	0.97
2426.666504	0.80	-9.94	0.98
2453.333252	0.83	-10.00	0.99
2480.000000	0.88	-10.20	0.99
2506.666748	0.92	-10.53	0.99
2533.333496	0.93	-10.90	0.99
2560.000244	0.92	-11.21	0.96
2586.666992	0.90	-11.65	0.97
2613.333740	0.87	-12.01	0.98
2640.000488	0.86	-12.26	0.98
2666.667236	0.87	-12.55	0.98
2693.333984	0.85	-13.04	0.98
2720.000732	0.83	-13.46	0.98
2746.667480	0.80	-13.87	0.98
2773.334229	0.75	-14.19	0.97
2800.000977	0.70	-14.73	0.98
2826.667725	0.67	-15.28	0.98
2853.334473	0.64	-15.62	0.98
2880.001221	0.62	-16.11	0.98
2906.667969	0.60	-16.57	0.98
2933.334717	0.59	-17.14	0.98
2960.001465	0.58	-17.92	0.98
2986.668213	0.58	-18.80	0.97
3013.334961	0.58	-19.53	0.97
3040.001709	0.57	-20.04	0.97
3066.668457	0.55	-20.54	0.97
3093.335205	0.56	-21.01	0.98
3120.001953	0.57	-21.54	0.98
3146.668701	0.55	-22.18	0.97
3173.335449	0.51	-22.76	0.97
3200.002197	0.46	-23.29	0.97
3226.668945	0.39	-23.78	0.97
3253.335693	0.30	-24.14	0.96
3280.002441	0.20	-24.40	0.97
3306.669189	0.12	-24.60	0.98
3333.335938	0.05	-24.82	0.98
3360.002686	-0.01	-24.94	0.97
3386.669434	-0.08	-25.04	0.97
3413.336182	-0.15	-25.04	0.97
3440.002930	-0.20	-24.97	0.97
3466.669678	-0.23	-24.83	0.97
3493.336426	-0.26	-24.69	0.96
3520.003174	-0.27	-24.63	0.97
3546.669922	-0.27	-24.65	0.97
3573.336670	-0.27	-24.66	0.96
3600.003418	-0.28	-24.58	0.96
3626.670166	-0.30	-24.49	0.96
3653.336914	-0.31	-24.38	0.95
3680.003662	-0.30	-24.37	0.93
3706.670410	-0.30	-24.40	0.95
3733.337158	-0.29	-24.66	0.95
3760.003906	-0.28	-25.10	0.94
3786.670654	-0.29	-25.60	0.94
3813.337402	-0.30	-26.15	0.94
3840.004150	-0.31	-26.73	0.93
3866.670898	-0.32	-27.25	0.92
3893.337646	-0.32	-27.99	0.93
3920.004395	-0.33	-28.82	0.93
3946.671143	-0.35	-29.72	0.94
3973.337891	-0.38	-30.69	0.91
4000.004639	-0.44	-31.72	0.92
4026.671387	-0.51	-32.55	0.91
4053.338135	-0.58	-33.18	0.92
4080.004883	-0.66	-33.59	0.90
4106.671387	-0.72	-33.77	0.90
4133.337891	-0.77	-33.85	0.93
4160.004395	-0.84	-33.81	0.92
4186.670898	-0.91	-33.64	0.91
4213.337402	-0.96	-33.41	0.88
4240.003906	-0.99	-33.20	0.90
4266.670410	-0.98	-32.97	0.92
4293.336914	-0.96	-32.71	0.91
4320.003418	-0.90	-32.44	0.93
4346.669922	-0.81	-32.22	0.92
4373.336426	-0.71	-32.14	0.90
4400.002930	-0.60	-32.11	0.94
4426.669434	-0.47	-32.19	0.96
4453.335938	-0.34	-32.39	0.93
4480.002441	-0.21	-32.71	0.94
4506.668945	-0.05	-33.23	0.94
4533.335449	0.10	-33.97	0.95
4560.001953	0.27	-34.92	0.92
4586.668457	0.43	-35.79	0.94
4613.334961	0.56	-36.79	0.96
4640.001465	0.68	-37.85	0.96
4666.667969	0.79	-38.96	0.96
4693.334473	0.89	-40.20	0.96
4720.000977	0.98	-41.51	0.97
4746.667480	1.05	-42.85	0.95
4773.333984	1.09	-44.24	0.95
4800.000488	1.10	-45.57	0.96
4826.666992	1.10	-46.92	0.95
4853.333496	1.08	-48.14	0.94
4880.000000	1.09	-49.33	0.95
4906.666504	1.11	-50.46	0.96
4933.333008	1.14	-51.61	0.96
4959.999512	1.18	-52.78	0.96
4986.666016	1.22	-54.11	0.98
5013.332520	1.25	-55.58	0.97
5039.999023	1.28	-57.09	0.97
5066.665527	1.28	-58.71	0.97
5093.332031	1.26	-60.44	0.97
5119.998535	1.20	-62.26	0.93
5146.665039	1.12	-64.26	0.93
5173.331543	0.99	-66.24	0.96
5199.998047	0.83	-68.13	0.94
5226.664551	0.63	-69.82	0.95
5253.331055	0.40	-71.30	0.90
5279.997559	0.16	-72.52	0.89
5306.664063	-0.09	-73.54	0.89
5333.330566	-0.32	-74.40	0.77
5359.997070	-0.51	-75.19	0.81
5386.663574	-0.67	-75.89	0.81
5413.330078	-0.80	-76.58	0.79
5439.996582	-0.90	-77.24	0.89
5466.663086	-0.99	-77.96	0.92
5493.329590	-1.09	-78.79	0.93
5519.996094	-1.19	-79.81	0.95
5546.662598	-1.31	-81.01	0.96
5573.329102	-1.45	-82.27	0.95
5599.995605	-1.61	-83.60	0.93
5626.662109	-1.81	-84.89	0.96
5653.328613	-2.01	-86.06	0.95
5679.995117	-2.23	-87.13	0.96
5706.661621	-2.45	-88.17	0.96
5733.328125	-2.67	-89.11	0.96
5759.994629	-2.89	-89.97	0.96
5786.661133	-3.11	-90.79	0.95
5813.327637	-3.34	-91.56	0.95
5839.994141	-3.56	-92.26	0.95
5866.660645	-3.79	-92.85	0.94
5893.327148	-4.02	-93.35	0.91
5919.993652	-4.24	-93.80	0.90
5946.660156	-4.45	-94.23	0.90
5973.326660	-4.64	-94.64	0.91
5999.993164	-4.82	-95.07	0.90
6026.659668	-4.99	-95.49	0.91
6053.326172	-5.15	-95.94	0.89
6079.992676	-5.30	-96.45	0.89
6106.659180	-5.43	-96.97	0.89
6133.325684	-5.56	-97.59	0.87
6159.992188	-5.69	-98.27	0.86
6186.658691	-5.82	-98.98	0.87
6213.325195	-5.96	-99.76	0.87
6239.991699	-6.10	-100.53	0.91
6266.658203	-6.25	-101.30	0.91
6293.324707	-6.41	-102.10	0.88
6319.991211	-6.57	-102.91	0.89
6346.657715	-6.74	-103.74	0.89
6373.324219	-6.92	-104.61	0.89
6399.990723	-7.10	-105.51	0.88
6426.657227	-7.30	-106.44	0.92
6453.323730	-7.50	-107.30	0.88
6479.990234	-7.71	-108.18	0.88
6506.656738	-7.93	-108.98	0.89
6533.323242	-8.15	-109.78	0.91
6559.989746	-8.38	-110.57	0.90
6586.656250	-8.62	-111.21	0.91
6613.322754	-8.87	-111.77	0.91
6639.989258	-9.13	-112.26	0.91
6666.655762	-9.38	-112.63	0.89
6693.322266	-9.64	-112.93	0.90
6719.988770	-9.90	-113.15	0.87
6746.655273	-10.15	-113.29	0.86
6773.321777	-10.39	-113.41	0.85
6799.988281	-10.63	-113.53	0.89
6826.654785	-10.87	-113.56	0.93
6853.321289	-11.09	-113.50	0.86
6879.987793	-11.29	-113.39	0.86
6906.654297	-11.48	-113.24	0.82
6933.320801	-11.65	-113.07	0.76
6959.987305	-11.81	-112.91	0.76
6986.653809	-11.94	-112.75	0.83
7013.320313	-12.06	-112.63	0.85
7039.986816	-12.18	-112.54	0.84
7066.653320	-12.28	-112.46	0.82
7093.319824	-12.37	-112.39	0.84
7119.986328	-12.44	-112.33	0.83
7146.652832	-12.50	-112.30	0.85
7173.319336	-12.55	-112.31	0.84
7199.985840	-12.59	-112.42	0.87
7226.652344	-12.63	-112.65	0.86
7253.318848	-12.68	-112.99	0.86
7279.985352	-12.73	-113.42	0.87
7306.651855	-12.79	-113.92	0.86
7333.318359	-12.85	-114.51	0.83
7359.984863	-12.91	-115.18	0.83
7386.651367	-12.98	-115.97	0.84
7413.317871	-13.06	-116.85	0.84
7439.984375	-13.16	-117.81	0.86
7466.650879	-13.26	-118.85	0.85
7493.317383	-13.38	-119.95	0.82
7519.983887	-13.52	-121.08	0.84
7546.650391	-13.67	-122.24	0.83
7573.316895	-13.83	-123.38	0.77
7599.983398	-14.01	-124.54	0.80
7626.649902	-14.19	-125.71	0.89
7653.316406	-14.39	-126.88	0.80
7679.982910	-14.60	-128.01	0.81
7706.649414	-14.82	-129.09	0.76
7733.315918	-15.05	-130.10	0.80
7759.982422	-15.29	-131.05	0.86
7786.648926	-15.54	-131.95	0.84
7813.315430	-15.80	-132.81	0.84
7839.981934	-16.07	-133.59	0.83
7866.648438	-16.34	-134.34	0.76
7893.314941	-16.63	-135.13	0.73
7919.981445	-16.92	-135.85	0.74
7946.647949	-17.21	-136.50	0.72
7973.314453	-17.50	-137.09	0.73
7999.980957	-17.78	-137.59	0.69
8026.647461	-18.06	-138.04	0.72
8053.313965	-18.34	-138.44	0.79
8079.980469	-18.61	-138.79	0.72
8106.646973	-18.88	-139.10	0.69
8133.313477	-19.14	-139.37	0.69
8159.979980	-19.39	-139.60	0.78
8186.646484	-19.64	-139.92	0.78
8213.313477	-19.89	-140.22	0.62
8239.980469	-20.13	-140.54	0.56
8266.647461	-20.36	-140.82	0.59
8293.314453	-20.60	-141.04	0.79
8319.981445	-20.82	-141.23	0.81
8346.648438	-21.04	-141.42	0.69
8373.315430	-21.25	-141.59	0.63
8399.982422	-21.46	-141.54	0.62
8426.649414	-21.66	-141.46	0.59
8453.316406	-21.86	-141.35	0.60
8479.983398	-22.05	-141.25	0.72
8506.650391	-22.23	-141.16	0.62
8533.317383	-22.40	-141.07	0.34
8559.984375	-22.57	-140.97	0.40
8586.651367	-22.72	-140.91	0.61
8613.318359	-22.87	-140.89	0.52
8639.985352	-23.01	-140.90	0.58
8666.652344	-23.14	-140.99	0.70
8693.319336	-23.27	-141.12	0.65
8719.986328	-23.38	-141.29	0.71
8746.653320	-23.48	-141.50	0.65
8773.320313	-23.56	-141.74	0.50
8799.987305	-23.63	-141.94	0.49
8826.654297	-23.70	-142.15	0.53
8853.321289	-23.76	-142.38	0.57
8879.988281	-23.82	-142.67	0.65
8906.655273	-23.87	-143.03	0.69
8933.322266	-23.93	-143.44	0.59
8959.989258	-23.98	-143.92	0.63
8986.656250	-24.04	-144.38	0.63
9013.323242	-24.10	-144.79	0.58
9039.990234	-24.16	-145.21	0.71
9066.657227	-24.22	-145.66	0.79
9093.324219	-24.28	-146.15	0.76
9119.991211	-24.35	-146.65	0.77
9146.658203	-24.41	-147.18	0.71
9173.325195	-24.48	-147.66	0.69
9199.992188	-24.55	-148.10	0.78
9226.659180	-24.63	-148.45	0.77
9253.326172	-24.71	-148.73	0.87
9279.993164	-24.78	-148.96	0.83
9306.660156	-24.86	-149.14	0.74
9333.327148	-24.94	-149.33	0.85
9359.994141	-25.02	-149.47	0.80
9386.661133	-25.11	-149.50	0.80
9413.328125	-25.19	-149.44	0.74
9439.995117	-25.28	-149.33	0.67
9466.662109	-25.36	-149.15	0.68
9493.329102	-25.44	-148.93	0.76
9519.996094	-25.52	-148.72	0.66
9546.663086	-25.61	-148.40	0.55
9573.330078	-25.69	-148.00	0.47
9600.000977	-25.91	-145.92	0.24
9733.333984	-26.10	-143.04	0.26
9866.666992	-26.40	-138.24	0.61
10000.000000	-26.63	-135.38	0.49
10133.333008	-26.82	-133.41	0.56
10266.666016	-26.89	-131.88	0.60
10399.999023	-26.98	-131.42	0.80
10533.332031	-27.15	-133.00	0.78
10666.665039	-27.33	-134.16	0.76
10799.998047	-27.50	-131.00	0.68
10933.331055	-27.55	-123.30	0.58
11066.664063	-27.44	-111.48	0.70
11199.997070	-26.99	-100.06	0.61
11333.330078	-26.27	-93.36	0.77
11466.663086	-25.43	-91.97	0.85
11599.996094	-24.55	-93.77	0.81
11733.329102	-23.82	-97.34	0.90
11866.662109	-23.23	-101.88	0.85
11999.995117	-22.74	-107.36	0.85
12133.328125	-22.37	-113.44	0.91
