	Dir_30g		
12266.661133	-22.12	-120.98	0.89
12399.994141	-22.01	-128.41	0.86
12533.327148	-22.10	-136.49	0.78
12666.660156	-22.30	-144.36	0.74
12799.993164	-22.62	-151.90	0.65
12933.326172	-23.01	-158.06	0.60
13066.659180	-23.52	-163.05	0.43
13199.992188	-24.11	-166.89	0.37
13333.325195	-24.76	-169.29	0.26
13466.658203	-25.41	-170.24	0.42
13599.991211	-26.02	-171.90	0.77
13733.324219	-26.58	-173.50	0.82
13866.657227	-27.06	-175.03	0.80
13999.990234	-27.52	-176.20	0.78
14133.323242	-27.90	-177.39	0.83
14266.656250	-28.17	-178.22	0.74
14399.989258	-28.31	-178.78	0.53
14533.322266	-28.38	-178.48	0.10
14666.655273	-28.37	-176.71	0.62
14799.988281	-28.29	-176.21	0.63
14933.321289	-28.19	-176.48	0.63
15066.654297	-28.07	-177.87	0.74
15199.987305	-28.01	-179.66	0.83
15333.320313	-27.96	178.61	0.61
15466.653320	-27.91	177.04	0.38
15599.986328	-27.82	174.98	0.66
15733.319336	-27.73	171.08	0.80
15866.652344	-27.78	165.90	0.84
15999.985352	-27.95	160.76	0.93
16133.318359	-28.20	157.55	0.88
16266.651367	-28.47	156.25	0.74
16399.984375	-28.67	156.22	0.22
16533.318359	-28.72	156.21	0.72
16666.652344	-28.66	155.27	0.83
16799.986328	-28.66	152.52	0.82
16933.320313	-28.74	147.80	0.83
17066.654297	-28.98	141.70	0.89
17199.988281	-29.35	136.44	0.88
17333.322266	-29.84	132.23	0.83
17466.656250	-30.37	129.66	0.65
17599.990234	-30.89	127.90	0.50
17733.324219	-31.34	126.41	0.78
17866.658203	-31.72	126.76	0.37
17999.992188	-31.95	127.12	0.71
18133.326172	-32.10	126.33	0.80
18266.660156	-32.22	124.11	0.82
18399.994141	-32.39	121.06	0.81
18533.328125	-32.62	117.92	0.69
18666.662109	-32.95	115.86	0.70
18799.996094	-33.31	115.67	0.78
18933.330078	-33.64	117.23	0.81
19066.664063	-33.88	120.44	0.46
19199.998047	-34.07	124.48	0.64
19333.332031	-34.17	128.02	0.79
19466.666016	-34.23	130.07	0.93
19600.000000	-34.27	130.09	0.93
19733.333984	-34.30	128.85	0.94
19866.667969	-34.32	127.10	0.93
20000.001953	-34.34	125.74	0.73
