	Dir_60g		
71.289063	-16.37	157.78	0.99
72.265625	-16.20	155.43	0.99
73.242188	-16.05	153.13	0.99
74.218750	-15.93	150.68	0.99
75.195313	-15.85	148.67	1.00
76.171875	-15.83	146.34	0.99
77.148438	-15.81	143.84	0.98
78.125000	-15.87	141.50	0.99
79.101563	-16.02	140.39	1.00
80.078125	-16.15	140.01	1.00
81.054688	-16.31	140.11	0.96
82.031250	-16.48	140.37	0.97
83.007813	-16.55	140.98	0.98
83.984375	-16.59	142.02	0.99
84.960938	-16.57	142.86	0.98
85.937500	-16.47	143.69	0.99
86.914063	-16.29	144.26	0.99
87.890625	-16.05	144.66	0.99
88.867188	-15.77	144.60	1.00
89.843750	-15.50	143.94	0.97
90.820313	-15.22	142.76	0.99
91.796875	-15.00	141.43	0.99
92.773438	-14.82	140.04	0.99
93.750000	-14.67	138.87	1.00
94.726563	-14.55	137.99	0.98
95.703125	-14.48	137.81	0.99
96.679688	-14.42	138.01	1.00
97.656250	-14.30	138.39	0.99
98.632813	-14.11	138.79	0.99
99.609375	-13.87	139.16	0.99
100.585938	-13.61	139.47	0.98
101.562500	-13.30	139.54	0.97
102.539063	-12.97	139.26	0.98
103.515625	-12.62	139.01	0.99
104.492188	-12.26	138.35	0.99
105.468750	-11.94	137.18	0.99
106.445313	-11.67	135.77	0.99
107.421875	-11.49	133.88	1.00
108.398438	-11.38	132.13	0.99
109.375000	-11.32	130.45	0.99
110.351563	-11.29	129.19	1.00
111.328125	-11.23	128.21	1.00
112.304688	-11.16	127.46	1.00
113.281250	-11.09	126.87	1.00
114.257813	-11.04	126.38	1.00
115.234375	-11.00	126.15	0.99
116.210938	-10.94	126.05	0.99
117.187500	-10.86	125.71	1.00
118.164063	-10.76	125.30	0.99
119.140625	-10.66	124.87	0.99
120.117188	-10.54	124.29	0.99
121.093750	-10.45	123.70	0.99
122.070313	-10.35	123.04	1.00
123.046875	-10.25	122.46	0.99
124.023438	-10.16	121.90	1.00
125.000000	-10.07	121.34	0.99
125.976563	-9.99	120.81	0.99
126.953125	-9.92	120.35	0.99
127.929688	-9.84	119.93	0.99
128.906250	-9.76	119.51	0.99
129.882813	-9.71	119.04	0.99
130.859375	-9.68	118.53	1.00
131.835938	-9.62	118.03	1.00
132.812500	-9.55	117.60	1.00
133.789063	-9.47	117.23	1.00
134.765625	-9.39	117.00	1.00
135.742188	-9.30	116.85	0.99
136.718750	-9.20	117.15	0.99
137.695313	-9.07	117.31	1.00
138.671875	-8.83	117.02	0.98
140.625000	-8.56	116.17	0.99
142.578125	-8.33	114.89	0.99
144.531250	-8.20	113.81	0.98
146.484375	-8.02	112.99	0.99
148.437500	-7.86	112.13	0.98
150.390625	-7.73	110.80	0.98
152.343750	-7.69	110.45	0.99
154.296875	-7.64	110.75	0.98
156.250000	-7.49	111.54	0.97
158.203125	-7.27	111.33	0.99
160.156250	-7.12	109.98	0.99
162.109375	-7.04	107.82	0.97
164.062500	-7.03	105.75	0.98
166.015625	-7.08	104.00	0.96
167.968750	-7.14	102.71	0.99
169.921875	-7.18	101.96	1.00
171.875000	-7.22	101.32	1.00
173.828125	-7.28	100.77	0.99
175.781250	-7.36	100.21	0.99
177.734375	-7.50	99.70	0.99
179.687500	-7.72	99.90	0.99
181.640625	-7.98	101.08	0.98
183.593750	-8.24	103.56	0.96
185.546875	-8.37	106.76	0.96
187.500000	-8.28	110.23	0.91
189.453125	-7.90	113.30	0.97
191.406250	-7.38	115.46	0.99
193.359375	-6.80	116.64	0.99
195.312500	-6.21	117.04	1.00
197.265625	-5.63	116.98	1.00
199.218750	-5.04	116.50	0.99
201.171875	-4.45	115.49	0.99
203.125000	-3.91	113.75	0.97
205.078125	-3.49	111.36	0.98
207.031250	-3.18	108.84	0.99
208.984375	-2.93	106.51	1.00
210.937500	-2.71	104.36	1.00
212.890625	-2.52	102.22	0.99
214.843750	-2.39	100.01	1.00
216.796875	-2.31	98.01	1.00
218.750000	-2.26	96.21	1.00
220.703125	-2.21	94.57	1.00
222.656250	-2.17	93.14	0.99
224.609375	-2.10	91.87	0.99
226.562500	-1.99	90.57	0.99
228.515625	-1.89	89.26	1.00
230.468750	-1.82	87.94	1.00
232.421875	-1.76	86.70	1.00
234.375000	-1.70	85.49	0.99
236.328125	-1.68	84.31	0.99
238.281250	-1.68	83.44	0.99
240.234375	-1.66	82.71	1.00
242.187500	-1.62	81.90	0.99
244.140625	-1.57	80.99	1.00
246.093750	-1.54	80.03	0.99
248.046875	-1.54	79.19	0.99
250.000000	-1.56	78.63	1.00
251.953125	-1.59	78.23	0.99
253.906250	-1.61	77.91	1.00
255.859375	-1.60	77.74	0.99
257.812500	-1.57	77.69	0.99
259.765625	-1.50	77.57	0.99
261.718750	-1.38	77.36	0.99
263.671875	-1.23	76.96	0.99
265.625000	-1.07	76.56	0.98
267.578125	-0.91	76.16	0.96
269.531250	-0.70	75.40	0.97
271.484375	-0.52	74.18	0.98
273.437500	-0.38	72.45	0.99
275.390625	-0.31	70.52	1.00
277.343750	-0.29	67.70	1.00
281.250000	-0.36	64.89	0.99
285.156250	-0.61	61.68	0.98
289.062500	-0.90	58.99	1.00
292.968750	-1.20	56.44	1.00
296.875000	-1.57	54.57	0.99
300.781250	-1.99	53.62	0.99
304.687500	-2.34	53.67	0.99
308.593750	-2.62	54.29	1.00
312.500000	-2.82	55.27	1.00
316.406250	-2.94	56.42	0.99
320.312500	-3.02	57.62	0.99
324.218750	-3.08	59.36	0.99
328.125000	-3.02	61.52	0.94
332.031250	-2.76	63.33	0.97
335.937500	-2.46	64.71	0.99
339.843750	-2.16	65.52	0.98
343.750000	-1.74	66.07	0.97
347.656250	-1.29	65.51	0.98
351.562500	-0.95	63.65	0.99
355.468750	-0.77	60.84	1.00
359.375000	-0.72	58.08	0.99
363.281250	-0.76	55.73	1.00
367.187500	-0.88	53.97	0.99
371.093750	-1.02	52.76	0.99
375.000000	-1.15	52.10	1.00
378.906250	-1.25	51.96	1.00
382.812500	-1.27	52.14	0.99
386.718750	-1.21	52.36	0.99
390.625000	-1.07	52.37	1.00
394.531250	-0.90	52.01	0.99
398.437500	-0.72	51.22	0.99
402.343750	-0.58	50.02	0.99
406.250000	-0.49	48.54	0.99
410.156250	-0.45	47.16	1.00
414.062500	-0.46	45.88	1.00
417.968750	-0.49	44.78	1.00
421.875000	-0.53	43.96	1.00
425.781250	-0.56	43.35	1.00
429.687500	-0.57	42.89	1.00
433.593750	-0.56	42.53	1.00
437.500000	-0.55	42.13	1.00
441.406250	-0.54	41.64	1.00
445.312500	-0.53	41.03	1.00
449.218750	-0.52	40.41	1.00
453.125000	-0.50	39.68	1.00
457.031250	-0.48	38.79	1.00
460.937500	-0.50	37.76	0.99
464.843750	-0.57	36.69	0.99
468.750000	-0.67	35.84	0.99
472.656250	-0.79	35.55	0.95
476.562500	-0.90	35.65	0.91
480.468750	-0.91	35.63	0.95
484.375000	-0.92	35.14	0.98
488.281250	-0.98	34.27	0.99
492.187500	-1.07	33.57	1.00
496.093750	-1.17	33.03	1.00
500.000000	-1.29	32.66	1.00
503.906250	-1.40	32.46	1.00
507.812500	-1.52	32.47	0.99
511.718750	-1.64	32.67	0.98
515.625000	-1.71	33.17	0.97
519.531250	-1.71	33.65	0.99
523.437500	-1.67	33.95	0.99
527.343750	-1.61	34.02	0.98
531.250000	-1.56	33.63	0.99
535.156250	-1.55	32.91	1.00
539.062500	-1.59	32.00	0.97
542.968750	-1.68	31.22	0.98
546.875000	-1.80	30.84	0.98
550.781250	-1.91	30.76	0.99
554.687500	-2.00	30.93	0.97
560.000000	-2.01	31.22	0.92
568.000000	-2.00	31.77	0.97
576.000000	-2.06	32.15	0.99
584.000000	-2.13	33.37	0.99
592.000000	-2.13	34.23	0.99
600.000000	-2.05	35.05	0.98
608.000000	-1.92	35.14	0.98
616.000000	-1.74	35.01	0.99
624.000000	-1.63	34.53	0.98
632.000000	-1.50	33.92	0.99
640.000000	-1.34	33.10	0.99
648.000000	-1.23	32.01	0.99
656.000000	-1.21	31.31	0.98
664.000000	-1.18	31.52	0.95
672.000000	-1.12	32.98	0.96
680.000000	-0.94	33.72	0.99
688.000000	-0.71	33.83	0.98
696.000000	-0.47	33.11	0.98
704.000000	-0.32	31.96	0.99
712.000000	-0.28	30.71	0.99
720.000000	-0.31	29.28	0.99
728.000000	-0.44	27.76	0.98
736.000000	-0.60	26.72	0.97
744.000000	-0.76	26.59	0.98
752.000000	-0.82	26.73	0.99
760.000000	-0.88	26.68	0.99
768.000000	-0.90	26.69	0.99
776.000000	-0.89	26.68	0.99
784.000000	-0.87	26.59	0.99
792.000000	-0.86	26.20	0.98
800.000000	-0.90	25.79	0.99
808.000000	-1.03	25.78	0.97
816.000000	-1.21	25.79	0.98
824.000000	-1.33	26.37	0.99
832.000000	-1.40	27.15	0.98
840.000000	-1.37	28.04	0.98
848.000000	-1.23	28.63	0.99
856.000000	-1.04	28.77	0.99
864.000000	-0.85	28.32	0.99
872.000000	-0.69	27.43	0.98
880.000000	-0.64	26.57	0.99
888.000000	-0.63	25.84	0.99
896.000000	-0.64	25.19	0.99
904.000000	-0.68	24.63	0.99
912.000000	-0.74	24.27	0.99
920.000000	-0.80	23.94	0.99
928.000000	-0.83	23.55	0.97
936.000000	-0.84	22.92	0.99
944.000000	-0.86	22.31	0.98
952.000000	-0.92	22.02	0.99
960.000000	-0.99	21.81	0.99
968.000000	-1.10	21.73	0.98
976.000000	-1.21	21.83	0.98
984.000000	-1.33	22.26	0.99
992.000000	-1.40	22.94	0.98
1000.000000	-1.44	23.60	0.98
1008.000000	-1.48	24.00	0.99
1016.000000	-1.51	24.46	0.99
1024.000000	-1.52	24.91	0.99
1032.000000	-1.52	25.31	0.99
1040.000000	-1.51	25.65	0.99
1048.000000	-1.49	25.90	1.00
1056.000000	-1.46	26.17	1.00
1064.000000	-1.42	26.46	1.00
1072.000000	-1.37	26.75	0.99
1080.000000	-1.32	27.01	0.98
1088.000000	-1.28	27.19	0.98
1096.000000	-1.23	27.52	0.98
1104.000000	-1.16	27.82	0.96
1112.000000	-1.09	27.67	0.97
1120.000000	-1.02	27.34	0.99
1128.000000	-0.96	26.88	0.99
1136.000000	-0.90	26.45	0.98
1144.000000	-0.85	25.87	0.98
1152.000000	-0.84	25.09	0.99
1160.000000	-0.88	24.39	0.99
1168.000000	-0.95	23.92	0.99
1176.000000	-1.03	23.88	0.98
1184.000000	-1.10	24.31	0.98
1192.000000	-1.13	24.85	0.98
1200.000000	-1.10	25.34	0.99
1208.000000	-1.05	25.67	0.99
1216.000000	-0.97	25.90	0.99
1224.000000	-0.89	25.90	0.99
1232.000000	-0.83	25.72	0.99
1240.000000	-0.78	25.48	0.99
1248.000000	-0.73	25.30	0.99
1256.000000	-0.69	25.07	0.99
1264.000000	-0.64	24.87	0.99
1272.000000	-0.58	24.70	0.96
1280.000000	-0.51	24.50	0.97
1288.000000	-0.44	24.13	0.99
1296.000000	-0.39	23.75	0.97
1304.000000	-0.35	23.42	0.90
1312.000000	-0.31	23.28	0.97
1320.000000	-0.28	22.97	0.98
1328.000000	-0.28	22.79	0.97
1336.000000	-0.27	22.67	0.98
1344.000000	-0.24	22.43	0.96
1352.000000	-0.23	21.98	0.99
1360.000000	-0.24	21.46	0.99
1368.000000	-0.26	21.05	0.99
1376.000000	-0.29	20.72	0.97
1384.000000	-0.31	20.55	0.97
1392.000000	-0.34	20.52	0.98
1400.000000	-0.38	20.64	0.98
1408.000000	-0.40	20.85	0.89
1416.000000	-0.37	21.00	0.96
1424.000000	-0.35	20.94	0.99
1432.000000	-0.33	20.78	0.97
1440.000000	-0.29	20.57	0.97
1448.000000	-0.25	20.23	0.97
1456.000000	-0.21	19.75	0.99
1464.000000	-0.19	19.17	0.99
1472.000000	-0.18	18.66	0.99
1480.000000	-0.17	18.23	0.99
1488.000000	-0.15	17.80	0.98
1496.000000	-0.11	17.33	0.96
1504.000000	-0.08	16.78	0.98
1512.000000	-0.07	16.08	0.99
1520.000000	-0.08	15.38	0.99
1528.000000	-0.11	14.64	0.99
1536.000000	-0.16	14.09	0.99
1544.000000	-0.21	13.64	0.98
1552.000000	-0.25	13.25	0.99
1560.000000	-0.28	12.89	0.99
1568.000000	-0.30	12.57	0.98
1576.000000	-0.32	12.25	0.99
1584.000000	-0.34	11.90	0.99
1592.000000	-0.36	11.53	0.98
1600.000000	-0.39	11.21	0.97
1608.000000	-0.41	10.86	0.98
1616.000000	-0.44	10.41	0.98
1624.000000	-0.47	10.06	0.96
1632.000000	-0.51	9.82	0.98
1640.000000	-0.53	9.55	0.99
1648.000000	-0.54	9.21	0.99
1656.000000	-0.55	8.81	0.99
1664.000000	-0.57	8.34	1.00
1672.000000	-0.59	7.84	1.00
1680.000000	-0.62	7.32	0.98
1688.000000	-0.65	6.89	0.98
1696.000000	-0.67	6.46	0.99
1704.000000	-0.69	5.98	1.00
1712.000000	-0.72	5.43	1.00
1720.000000	-0.75	4.83	1.00
1728.000000	-0.80	4.21	0.98
1736.000000	-0.87	3.67	0.99
1744.000000	-0.94	3.23	0.98
1752.000000	-1.02	2.86	0.99
1760.000000	-1.09	2.52	0.97
1768.000000	-1.16	2.23	0.99
1776.000000	-1.25	2.07	0.96
1784.000000	-1.32	1.95	0.98
1792.000000	-1.40	1.83	0.99
1800.000000	-1.47	1.74	0.99
1808.000000	-1.55	1.75	0.98
1816.000000	-1.62	1.80	0.99
1824.000000	-1.68	1.83	0.99
1832.000000	-1.74	1.86	0.99
1840.000000	-1.81	1.92	0.97
1848.000000	-1.87	1.98	0.97
1856.000000	-1.92	2.02	0.98
1866.665649	-2.02	1.70	0.97
1893.332275	-2.22	0.54	0.96
1919.998901	-2.57	0.33	0.98
1946.665527	-2.88	0.86	0.98
1973.332153	-3.14	1.56	0.98
1999.998779	-3.33	2.15	0.99
2026.665405	-3.47	2.42	0.98
2053.332031	-3.58	2.30	0.98
2079.998779	-3.72	2.91	0.97
2106.665527	-3.77	3.38	0.98
2133.332275	-3.85	3.24	0.97
2159.999023	-4.03	2.83	0.99
2186.665771	-4.19	2.92	0.97
2213.332520	-4.34	2.95	0.99
2239.999268	-4.44	3.40	0.99
2266.666016	-4.53	3.63	0.98
2293.332764	-4.59	4.09	0.97
2319.999512	-4.65	4.05	0.97
2346.666260	-4.77	3.77	0.98
2373.333008	-4.86	3.24	0.98
2399.999756	-4.94	3.00	0.98
2426.666504	-5.03	2.32	0.99
2453.333252	-5.12	1.72	0.98
2480.000000	-5.20	1.04	0.98
2506.666748	-5.31	0.14	0.99
2533.333496	-5.49	-0.87	0.98
2560.000244	-5.71	-1.79	0.98
2586.666992	-5.96	-2.42	0.97
2613.333740	-6.26	-2.99	0.95
2640.000488	-6.62	-3.27	0.94
2666.667236	-7.01	-3.99	0.98
2693.333984	-7.42	-4.15	0.98
2720.000732	-7.84	-4.00	0.98
2746.667480	-8.21	-3.88	0.96
2773.334229	-8.58	-3.05	0.93
2800.000977	-8.93	-1.81	0.95
2826.667725	-9.22	-0.61	0.94
2853.334473	-9.47	0.71	0.95
2880.001221	-9.64	2.08	0.96
2906.667969	-9.79	3.08	0.97
2933.334717	-9.96	3.85	0.97
2960.001465	-10.18	4.83	0.90
2986.668213	-10.40	5.88	0.68
3013.334961	-10.60	7.41	0.85
3040.001709	-10.79	8.94	0.95
3066.668457	-10.99	10.85	0.93
3093.335205	-11.17	12.79	0.97
3120.001953	-11.32	14.24	0.96
3146.668701	-11.52	15.04	0.93
3173.335449	-11.78	16.37	0.81
3200.002197	-12.05	17.53	0.87
3226.668945	-12.27	19.20	0.81
3253.335693	-12.43	21.02	0.64
3280.002441	-12.53	22.66	0.71
3306.669189	-12.69	24.85	0.77
3333.335938	-12.83	27.54	0.82
3360.002686	-12.96	30.88	0.81
3386.669434	-13.09	34.81	0.89
3413.336182	-13.19	38.66	0.70
3440.002930	-13.15	42.37	0.78
3466.669678	-13.11	45.25	0.73
3493.336426	-13.04	48.66	0.59
3520.003174	-12.93	52.13	0.92
3546.669922	-12.79	55.17	0.84
3573.336670	-12.67	58.18	0.72
3600.003418	-12.54	60.46	0.90
3626.670166	-12.39	62.25	0.83
3653.336914	-12.24	63.92	0.80
3680.003662	-12.09	65.32	0.95
3706.670410	-11.96	66.18	0.92
3733.337158	-11.82	66.81	0.94
3760.003906	-11.70	67.36	0.87
3786.670654	-11.56	67.83	0.85
3813.337402	-11.39	68.23	0.93
3840.004150	-11.16	68.69	0.84
3866.670898	-10.88	69.02	0.88
3893.337646	-10.58	68.76	0.95
3920.004395	-10.28	68.19	0.97
3946.671143	-9.98	67.27	0.96
3973.337891	-9.74	66.12	0.96
4000.004639	-9.55	64.90	0.94
4026.671387	-9.39	63.83	0.96
4053.338135	-9.26	62.67	0.84
4080.004883	-9.16	61.74	0.51
4106.671387	-9.11	61.72	0.77
4133.337891	-9.09	61.26	0.87
4160.004395	-9.12	60.82	0.60
4186.670898	-9.15	60.49	0.64
4213.337402	-9.23	60.12	0.77
4240.003906	-9.36	59.77	0.91
4266.670410	-9.46	59.49	0.91
4293.336914	-9.54	59.23	0.91
4320.003418	-9.63	58.62	0.96
4346.669922	-9.70	58.07	0.96
4373.336426	-9.76	57.54	0.97
4400.002930	-9.82	57.05	0.88
4426.669434	-9.87	56.76	0.80
4453.335938	-9.88	56.53	0.90
4480.002441	-9.87	56.29	0.84
4506.668945	-9.84	55.80	0.91
4533.335449	-9.78	55.00	0.89
4560.001953	-9.73	54.22	0.94
4586.668457	-9.67	53.37	0.96
4613.334961	-9.60	52.00	0.97
4640.001465	-9.54	50.31	0.97
4666.667969	-9.47	48.36	0.92
4693.334473	-9.40	46.25	0.85
4720.000977	-9.37	43.64	0.89
4746.667480	-9.37	41.12	0.92
4773.333984	-9.38	38.92	0.94
4800.000488	-9.41	37.10	0.92
4826.666992	-9.45	35.52	0.81
4853.333496	-9.51	34.02	0.54
4880.000000	-9.55	33.00	0.73
4906.666504	-9.58	32.14	0.78
4933.333008	-9.62	31.51	0.36
4959.999512	-9.66	30.92	0.74
4986.666016	-9.69	30.06	0.78
5013.332520	-9.74	30.10	0.69
5039.999023	-9.82	29.69	0.79
5066.665527	-9.87	29.38	0.72
5093.332031	-9.92	29.76	0.72
5119.998535	-9.99	31.77	0.74
5146.665039	-10.04	35.68	0.82
5173.331543	-10.12	43.48	0.84
5199.998047	-10.23	53.67	0.73
5226.664551	-10.36	64.16	0.68
5253.331055	-10.50	73.17	0.90
5279.997559	-10.62	79.02	0.96
5306.664063	-10.73	82.10	0.96
5333.330566	-10.84	83.31	0.95
5359.997070	-10.95	83.17	0.95
5386.663574	-11.09	81.69	0.96
5413.330078	-11.25	79.70	0.96
5439.996582	-11.45	77.56	0.97
5466.663086	-11.66	75.09	0.98
5493.329590	-11.91	72.42	0.92
5519.996094	-12.19	69.59	0.94
5546.662598	-12.49	66.73	0.93
5573.329102	-12.82	63.87	0.95
5599.995605	-13.19	61.05	0.95
5626.662109	-13.60	58.56	0.94
5653.328613	-14.02	56.43	0.85
5679.995117	-14.47	54.61	0.92
5706.661621	-14.94	53.24	0.93
5733.328125	-15.41	52.19	0.88
5759.994629	-15.89	51.28	0.92
5786.661133	-16.37	50.66	0.89
5813.327637	-16.83	50.35	0.81
5839.994141	-17.30	50.46	0.83
5866.660645	-17.76	51.00	0.76
5893.327148	-18.18	51.77	0.61
5919.993652	-18.56	52.67	0.61
5946.660156	-18.90	53.69	0.32
5973.326660	-19.19	54.83	0.63
5999.993164	-19.46	55.90	0.75
6026.659668	-19.72	57.15	0.41
6053.326172	-19.95	58.62	0.37
6079.992676	-20.18	60.02	0.74
6106.659180	-20.37	61.43	0.51
6133.325684	-20.55	62.93	0.19
6159.992188	-20.71	64.40	0.61
6186.658691	-20.87	65.48	0.69
6213.325195	-21.02	66.53	0.50
6239.991699	-21.17	67.40	0.58
6266.658203	-21.33	67.81	0.85
6293.324707	-21.48	68.08	0.86
6319.991211	-21.65	68.38	0.84
6346.657715	-21.82	68.67	0.86
6373.324219	-21.97	68.89	0.95
6399.990723	-22.13	69.00	0.95
6426.657227	-22.30	69.00	0.88
6453.323730	-22.45	68.95	0.85
6479.990234	-22.61	68.67	0.83
6506.656738	-22.75	68.48	0.71
6533.323242	-22.90	68.36	0.75
6559.989746	-23.06	68.32	0.75
6586.656250	-23.21	68.30	0.76
6613.322754	-23.38	68.34	0.78
6639.989258	-23.54	68.38	0.87
6666.655762	-23.71	68.32	0.93
6693.322266	-23.87	68.23	0.97
6719.988770	-24.04	68.10	0.95
6746.655273	-24.21	68.08	0.87
6773.321777	-24.38	68.12	0.82
6799.988281	-24.55	68.26	0.72
6826.654785	-24.71	68.55	0.67
6853.321289	-24.87	68.90	0.88
6879.987793	-25.00	69.26	0.78
6906.654297	-25.10	69.65	0.60
6933.320801	-25.17	69.96	0.72
6959.987305	-25.23	70.13	0.78
6986.653809	-25.28	70.21	0.89
7013.320313	-25.33	70.15	0.88
7039.986816	-25.39	70.11	0.82
7066.653320	-25.45	70.03	0.93
7093.319824	-25.50	69.91	0.90
7119.986328	-25.54	69.86	0.92
7146.652832	-25.58	69.87	0.72
7173.319336	-25.60	69.97	0.80
7199.985840	-25.63	70.18	0.85
7226.652344	-25.63	70.42	0.57
7253.318848	-25.60	70.75	0.66
7279.985352	-25.54	70.99	0.69
7306.651855	-25.47	71.20	0.83
7333.318359	-25.39	71.27	0.65
7359.984863	-25.29	71.27	0.65
7386.651367	-25.18	71.14	0.78
7413.317871	-25.09	70.91	0.65
7439.984375	-24.99	70.55	0.85
7466.650879	-24.88	69.85	0.87
7493.317383	-24.79	69.16	0.90
7519.983887	-24.70	68.42	0.86
7546.650391	-24.62	67.52	0.84
7573.316895	-24.55	66.56	0.84
7599.983398	-24.48	65.54	0.76
7626.649902	-24.42	64.44	0.95
7653.316406	-24.37	63.18	0.86
7679.982910	-24.34	61.89	0.83
7706.649414	-24.31	60.36	0.85
7733.315918	-24.30	58.77	0.83
7759.982422	-24.30	57.34	0.92
7786.648926	-24.30	55.76	0.95
7813.315430	-24.32	54.16	0.96
7839.981934	-24.35	52.66	0.92
7866.648438	-24.36	51.17	0.97
7893.314941	-24.39	49.70	0.99
7919.981445	-24.41	48.26	0.97
7946.647949	-24.44	46.87	0.92
7973.314453	-24.48	45.40	0.94
7999.980957	-24.52	43.95	0.97
8026.647461	-24.56	42.48	0.97
8053.313965	-24.60	40.97	0.97
8079.980469	-24.65	39.46	0.99
8106.646973	-24.69	37.99	0.99
8133.313477	-24.74	36.57	0.97
8159.979980	-24.77	35.18	0.96
8186.646484	-24.81	33.79	0.94
8213.313477	-24.84	32.43	0.97
8239.980469	-24.86	31.08	0.98
8266.647461	-24.89	29.69	0.91
8293.314453	-24.91	28.32	0.95
8319.981445	-24.92	26.91	0.94
8346.648438	-24.94	25.53	0.96
8373.315430	-24.96	24.25	0.90
8399.982422	-24.98	22.98	0.93
8426.649414	-25.00	21.62	0.94
8453.316406	-25.03	20.32	0.94
8479.983398	-25.06	19.00	0.95
8506.650391	-25.10	17.68	0.98
8533.317383	-25.13	16.39	0.98
8559.984375	-25.16	15.12	0.99
8586.651367	-25.19	13.86	0.99
8613.318359	-25.22	12.61	0.99
8639.985352	-25.25	11.38	0.99
8666.652344	-25.29	10.16	0.99
8693.319336	-25.32	8.96	0.99
8719.986328	-25.36	7.78	0.98
8746.653320	-25.39	6.67	0.99
8773.320313	-25.44	5.64	0.99
8799.987305	-25.48	4.67	0.99
8826.654297	-25.51	3.72	0.99
8853.321289	-25.55	2.80	0.99
8879.988281	-25.58	1.88	0.98
8906.655273	-25.62	1.00	0.97
8933.322266	-25.65	0.14	0.97
8959.989258	-25.68	-0.67	0.98
8986.656250	-25.71	-1.44	0.98
9013.323242	-25.74	-2.18	0.97
9039.990234	-25.76	-2.92	0.96
9066.657227	-25.79	-3.62	0.92
9093.324219	-25.81	-4.30	0.98
9119.991211	-25.83	-4.96	0.94
9146.658203	-25.85	-5.61	0.98
9173.325195	-25.87	-6.21	0.96
9199.992188	-25.89	-6.78	0.95
9226.659180	-25.91	-7.36	0.97
9253.326172	-25.92	-7.97	0.96
9279.993164	-25.93	-8.57	0.94
9306.660156	-25.94	-9.14	0.94
9333.327148	-25.94	-9.71	0.91
9359.994141	-25.95	-10.26	0.92
9386.661133	-25.96	-10.76	0.94
9413.328125	-25.95	-11.22	0.95
9439.995117	-25.95	-11.66	0.90
9466.662109	-25.93	-12.07	0.88
9493.329102	-25.91	-12.52	0.96
9519.996094	-25.88	-12.97	0.97
9546.663086	-25.85	-13.43	0.97
9573.330078	-25.82	-13.87	0.96
9600.000977	-25.67	-15.28	0.95
9733.333984	-25.48	-16.88	0.98
9866.666992	-25.10	-19.78	0.98
10000.000000	-24.68	-22.77	0.98
10133.333008	-24.19	-25.75	0.99
10266.666016	-23.65	-29.47	0.98
10399.999023	-23.17	-34.28	0.97
10533.332031	-22.70	-40.21	0.96
10666.665039	-22.39	-47.07	0.98
10799.998047	-22.26	-54.53	0.98
10933.331055	-22.30	-62.24	0.97
11066.664063	-22.44	-69.95	0.98
11199.997070	-22.61	-77.09	0.98
11333.330078	-22.79	-84.64	0.94
11466.663086	-22.99	-93.66	0.97
11599.996094	-23.30	-103.27	0.97
11733.329102	-23.75	-113.21	0.96
11866.662109	-24.35	-123.19	0.96
11999.995117	-25.03	-131.90	0.95
12133.328125	-25.77	-139.47	0.92
