	Dir_0g		
115.234375	-10.31	132.28	0.99
116.210938	-10.25	132.25	1.00
117.187500	-10.15	132.14	1.00
118.164063	-10.04	131.99	0.99
119.140625	-9.91	131.78	0.99
120.117188	-9.79	131.46	1.00
121.093750	-9.68	131.15	1.00
122.070313	-9.57	130.80	1.00
123.046875	-9.43	130.41	0.99
124.023438	-9.31	130.02	1.00
125.000000	-9.20	129.61	1.00
125.976563	-9.10	129.26	0.99
126.953125	-8.99	129.02	1.00
127.929688	-8.88	128.85	1.00
128.906250	-8.76	128.71	1.00
129.882813	-8.65	128.44	1.00
130.859375	-8.55	128.09	1.00
131.835938	-8.43	127.82	1.00
132.812500	-8.29	127.59	1.00
133.789063	-8.13	127.38	1.00
134.765625	-7.98	127.22	1.00
135.742188	-7.83	127.04	0.99
136.718750	-7.66	126.78	0.99
137.695313	-7.48	126.38	0.99
138.671875	-7.21	125.39	0.98
140.625000	-6.94	123.97	0.98
142.578125	-6.74	122.44	0.98
144.531250	-6.69	121.65	0.97
146.484375	-6.54	121.20	0.99
148.437500	-6.38	120.67	0.99
150.390625	-6.27	119.58	0.98
152.343750	-6.17	119.07	0.98
154.296875	-5.93	118.99	0.98
156.250000	-5.58	118.84	0.99
158.203125	-5.23	117.51	0.99
160.156250	-4.99	115.47	0.99
162.109375	-4.84	113.03	0.99
164.062500	-4.77	110.69	0.98
166.015625	-4.82	108.82	0.95
167.968750	-4.92	107.43	0.99
169.921875	-4.96	106.46	0.99
171.875000	-4.99	105.63	0.99
173.828125	-5.04	104.80	0.99
175.781250	-5.13	103.97	0.99
177.734375	-5.24	103.36	1.00
179.687500	-5.38	103.28	0.99
181.640625	-5.53	103.94	0.99
183.593750	-5.66	105.48	0.98
185.546875	-5.66	107.52	0.97
187.500000	-5.47	109.55	0.96
189.453125	-5.16	111.15	0.98
191.406250	-4.80	112.04	0.99
193.359375	-4.44	112.38	0.99
195.312500	-4.09	112.29	0.99
197.265625	-3.70	112.14	0.99
199.218750	-3.25	111.87	0.97
201.171875	-2.75	111.09	0.97
203.125000	-2.28	109.30	0.96
205.078125	-1.96	106.68	0.97
207.031250	-1.77	104.17	0.97
208.984375	-1.65	102.41	0.99
210.937500	-1.55	101.03	1.00
212.890625	-1.45	99.70	1.00
214.843750	-1.37	98.55	0.99
216.796875	-1.27	97.51	1.00
218.750000	-1.16	96.39	1.00
220.703125	-1.04	95.20	1.00
222.656250	-0.92	93.95	1.00
224.609375	-0.82	92.73	1.00
226.562500	-0.73	91.40	0.99
228.515625	-0.66	90.14	1.00
230.468750	-0.60	88.96	1.00
232.421875	-0.55	87.77	1.00
234.375000	-0.51	86.50	0.99
236.328125	-0.50	85.28	0.99
238.281250	-0.51	84.29	0.99
240.234375	-0.52	83.48	0.99
242.187500	-0.50	82.59	1.00
244.140625	-0.48	81.71	1.00
246.093750	-0.47	80.88	0.99
248.046875	-0.47	80.16	0.99
250.000000	-0.50	79.67	0.99
251.953125	-0.55	79.40	0.99
253.906250	-0.60	79.36	1.00
255.859375	-0.60	79.45	0.99
257.812500	-0.57	79.67	0.99
259.765625	-0.47	79.79	0.99
261.718750	-0.32	79.78	0.99
263.671875	-0.13	79.56	0.99
265.625000	0.05	79.30	0.99
267.578125	0.24	79.01	0.98
269.531250	0.45	78.41	0.98
271.484375	0.63	77.27	0.99
273.437500	0.78	75.75	0.99
275.390625	0.88	74.14	1.00
277.343750	0.94	71.58	1.00
281.250000	0.91	68.82	0.99
285.156250	0.69	65.59	0.99
289.062500	0.37	62.98	0.99
292.968750	-0.04	60.70	0.98
296.875000	-0.49	59.38	1.00
300.781250	-0.94	59.07	0.99
304.687500	-1.31	60.10	0.97
308.593750	-1.52	61.61	0.99
312.500000	-1.58	63.09	0.99
316.406250	-1.59	64.57	1.00
320.312500	-1.57	66.43	0.99
324.218750	-1.49	68.68	0.98
328.125000	-1.26	71.28	0.95
332.031250	-0.84	72.97	0.98
335.937500	-0.35	73.79	0.99
339.843750	0.16	73.92	0.98
343.750000	0.69	72.94	1.00
347.656250	1.16	71.25	0.98
351.562500	1.50	68.61	0.99
355.468750	1.69	65.53	1.00
359.375000	1.77	62.59	0.99
363.281250	1.75	60.15	0.99
367.187500	1.69	58.46	0.99
371.093750	1.65	57.22	0.99
375.000000	1.65	56.20	0.99
378.906250	1.64	55.16	0.99
382.812500	1.62	54.15	1.00
386.718750	1.64	53.27	1.00
390.625000	1.68	52.39	1.00
394.531250	1.74	51.44	1.00
398.437500	1.80	50.35	1.00
402.343750	1.83	49.16	1.00
406.250000	1.85	47.86	1.00
410.156250	1.82	46.63	0.99
414.062500	1.76	45.49	0.99
417.968750	1.67	44.67	0.99
421.875000	1.58	43.93	0.99
425.781250	1.44	43.29	0.99
429.687500	1.30	42.93	1.00
433.593750	1.15	42.91	0.98
437.500000	1.04	43.13	0.99
441.406250	0.98	43.46	0.99
445.312500	0.96	43.79	0.99
449.218750	0.96	44.17	0.99
453.125000	0.99	44.23	0.99
457.031250	1.04	44.02	0.99
460.937500	1.07	43.83	1.00
464.843750	1.06	43.68	1.00
468.750000	1.04	43.70	0.99
472.656250	1.02	43.96	0.98
476.562500	1.04	44.40	0.98
480.468750	1.09	44.50	0.99
484.375000	1.17	44.39	0.99
488.281250	1.24	44.12	1.00
492.187500	1.30	43.77	0.99
496.093750	1.34	43.26	0.99
500.000000	1.37	42.91	0.98
503.906250	1.41	42.68	1.00
507.812500	1.48	42.55	1.00
511.718750	1.56	42.48	0.99
515.625000	1.68	42.37	0.99
519.531250	1.82	42.12	0.98
523.437500	1.97	41.58	0.99
527.343750	2.09	40.60	0.99
531.250000	2.17	39.42	1.00
535.156250	2.19	38.11	0.99
539.062500	2.17	36.79	0.98
542.968750	2.14	35.78	0.99
546.875000	2.11	34.95	0.99
550.781250	2.10	34.15	1.00
554.687500	2.07	33.22	1.00
560.000000	2.03	32.19	1.00
568.000000	1.93	31.24	0.99
576.000000	1.83	30.57	0.99
584.000000	1.75	30.48	1.00
592.000000	1.72	30.17	1.00
600.000000	1.69	29.85	1.00
608.000000	1.73	29.50	0.99
616.000000	1.75	28.72	1.00
624.000000	1.69	27.72	0.99
632.000000	1.64	27.22	1.00
640.000000	1.61	26.76	1.00
648.000000	1.56	26.41	1.00
656.000000	1.46	26.36	1.00
664.000000	1.37	26.66	0.99
672.000000	1.37	27.52	0.98
680.000000	1.50	28.28	1.00
688.000000	1.69	28.85	1.00
696.000000	1.90	29.07	0.99
704.000000	2.09	28.54	1.00
712.000000	2.25	27.74	1.00
720.000000	2.33	26.94	1.00
728.000000	2.38	26.16	1.00
736.000000	2.42	25.57	1.00
744.000000	2.47	24.71	1.00
752.000000	2.52	23.73	1.00
760.000000	2.57	22.73	1.00
768.000000	2.62	21.61	0.99
776.000000	2.63	20.22	1.00
784.000000	2.59	18.99	1.00
792.000000	2.49	17.89	1.00
800.000000	2.34	17.03	0.99
808.000000	2.18	16.58	0.99
816.000000	2.01	16.54	0.99
824.000000	1.85	16.89	0.99
832.000000	1.75	17.62	0.97
840.000000	1.72	18.57	0.98
848.000000	1.80	19.34	0.99
856.000000	1.90	19.72	0.99
864.000000	2.01	19.77	1.00
872.000000	2.11	19.62	1.00
880.000000	2.19	19.40	1.00
888.000000	2.29	19.06	0.99
896.000000	2.39	18.52	0.99
904.000000	2.47	17.86	1.00
912.000000	2.53	17.14	1.00
920.000000	2.58	16.30	1.00
928.000000	2.62	15.43	0.99
936.000000	2.64	14.38	0.99
944.000000	2.61	13.43	0.99
952.000000	2.55	12.80	1.00
960.000000	2.50	12.45	1.00
968.000000	2.43	12.15	0.99
976.000000	2.38	11.95	0.99
984.000000	2.34	11.83	1.00
992.000000	2.31	11.77	0.99
1000.000000	2.30	11.66	0.99
1008.000000	2.28	11.62	0.99
1016.000000	2.27	11.73	0.98
1024.000000	2.25	11.78	1.00
1032.000000	2.23	11.68	1.00
1040.000000	2.21	11.55	1.00
1048.000000	2.18	11.46	0.99
1056.000000	2.17	11.47	1.00
1064.000000	2.16	11.54	1.00
1072.000000	2.18	11.57	1.00
1080.000000	2.20	11.57	0.99
1088.000000	2.22	11.63	1.00
1096.000000	2.24	11.71	0.99
1104.000000	2.26	11.94	0.97
1112.000000	2.28	12.16	0.98
1120.000000	2.34	12.26	1.00
1128.000000	2.43	12.16	1.00
1136.000000	2.52	11.87	1.00
1144.000000	2.61	11.38	1.00
1152.000000	2.68	10.64	0.98
1160.000000	2.72	9.84	0.99
1168.000000	2.74	9.07	0.99
1176.000000	2.72	8.45	0.99
1184.000000	2.70	8.05	1.00
1192.000000	2.68	7.75	1.00
1200.000000	2.67	7.51	1.00
1208.000000	2.67	7.30	1.00
1216.000000	2.68	7.07	0.99
1224.000000	2.71	6.77	0.98
1232.000000	2.72	6.47	0.99
1240.000000	2.72	6.21	0.99
1248.000000	2.72	6.09	0.99
1256.000000	2.73	5.97	0.99
1264.000000	2.76	5.77	0.99
1272.000000	2.78	5.50	1.00
1280.000000	2.80	5.18	0.99
1288.000000	2.81	4.81	1.00
1296.000000	2.80	4.34	0.98
1304.000000	2.79	4.02	0.97
1312.000000	2.78	3.74	0.99
1320.000000	2.75	3.37	0.99
1328.000000	2.70	3.05	0.99
1336.000000	2.64	2.89	0.99
1344.000000	2.59	2.88	0.98
1352.000000	2.57	2.90	0.98
1360.000000	2.56	2.79	0.98
1368.000000	2.54	2.58	0.99
1376.000000	2.54	2.40	0.99
1384.000000	2.56	2.22	0.98
1392.000000	2.59	2.03	0.99
1400.000000	2.62	1.79	0.99
1408.000000	2.65	1.53	0.99
1416.000000	2.68	1.19	0.99
1424.000000	2.69	0.80	0.99
1432.000000	2.70	0.41	1.00
1440.000000	2.70	0.02	1.00
1448.000000	2.71	-0.41	1.00
1456.000000	2.71	-0.89	0.99
1464.000000	2.70	-1.46	0.98
1472.000000	2.67	-1.89	0.99
1480.000000	2.63	-2.13	0.99
1488.000000	2.59	-2.24	0.98
1496.000000	2.57	-2.33	0.99
1504.000000	2.56	-2.47	0.98
1512.000000	2.55	-2.71	0.99
1520.000000	2.53	-3.03	0.99
1528.000000	2.50	-3.36	1.00
1536.000000	2.45	-3.66	1.00
1544.000000	2.40	-3.88	0.98
1552.000000	2.36	-4.07	0.99
1560.000000	2.32	-4.30	0.99
1568.000000	2.28	-4.53	1.00
1576.000000	2.24	-4.73	1.00
1584.000000	2.19	-4.88	0.99
1592.000000	2.15	-4.96	0.99
1600.000000	2.11	-4.96	0.98
1608.000000	2.09	-4.95	0.99
1616.000000	2.07	-5.05	0.99
1624.000000	2.04	-5.10	0.98
1632.000000	2.02	-5.09	0.99
1640.000000	2.02	-5.07	0.99
1648.000000	2.02	-5.09	0.99
1656.000000	2.04	-5.20	0.98
1664.000000	2.05	-5.34	1.00
1672.000000	2.05	-5.52	1.00
1680.000000	2.05	-5.73	0.99
1688.000000	2.04	-5.92	0.97
1696.000000	2.05	-6.08	0.97
1704.000000	2.07	-6.25	0.99
1712.000000	2.08	-6.52	0.98
1720.000000	2.08	-6.84	0.99
1728.000000	2.07	-7.14	0.99
1736.000000	2.04	-7.44	0.99
1744.000000	2.01	-7.68	0.98
1752.000000	1.97	-7.82	0.99
1760.000000	1.95	-8.01	0.99
1768.000000	1.92	-8.29	0.97
1776.000000	1.88	-8.55	0.99
1784.000000	1.84	-8.77	1.00
1792.000000	1.80	-8.99	1.00
1800.000000	1.75	-9.21	0.99
1808.000000	1.69	-9.37	0.96
1816.000000	1.64	-9.43	0.99
1824.000000	1.59	-9.50	1.00
1832.000000	1.54	-9.57	0.99
1840.000000	1.50	-9.64	0.99
1848.000000	1.44	-9.64	0.99
1856.000000	1.39	-9.57	0.99
1866.665649	1.32	-9.49	0.97
1893.332275	1.21	-9.45	0.98
1919.998901	1.06	-8.93	0.99
1946.665527	0.91	-8.22	0.99
1973.332153	0.77	-7.37	0.98
1999.998779	0.69	-5.99	0.97
2026.665405	0.78	-4.34	0.96
2053.332031	0.91	-3.50	0.97
2079.998779	0.98	-3.22	0.98
2106.665527	1.06	-3.43	0.98
2133.332275	1.14	-3.25	0.98
2159.999023	1.25	-2.98	0.97
2186.665771	1.32	-3.01	0.99
2213.332520	1.35	-2.96	0.99
2239.999268	1.42	-2.98	0.99
2266.666016	1.48	-2.93	0.99
2293.332764	1.55	-2.73	0.99
2319.999512	1.61	-2.77	0.99
2346.666260	1.66	-3.11	0.98
2373.333008	1.69	-3.53	0.97
2399.999756	1.69	-3.77	0.95
2426.666504	1.78	-3.98	0.99
2453.333252	1.83	-4.07	0.98
2480.000000	1.89	-4.23	0.99
2506.666748	1.99	-4.57	0.99
2533.333496	2.10	-4.92	0.99
2560.000244	2.23	-5.46	0.98
2586.666992	2.33	-6.20	1.00
2613.333740	2.39	-6.79	1.00
2640.000488	2.45	-7.31	1.00
2666.667236	2.51	-7.75	1.00
2693.333984	2.56	-8.22	0.99
2720.000732	2.59	-8.61	1.00
2746.667480	2.63	-9.15	0.99
2773.334229	2.66	-9.57	0.99
2800.000977	2.70	-9.93	0.99
2826.667725	2.75	-10.28	0.99
2853.334473	2.82	-10.60	0.99
2880.001221	2.93	-10.95	0.99
2906.667969	3.03	-11.58	1.00
2933.334717	3.12	-12.28	1.00
2960.001465	3.21	-13.03	0.99
2986.668213	3.26	-13.89	1.00
3013.334961	3.31	-14.69	0.99
3040.001709	3.36	-15.45	1.00
3066.668457	3.38	-16.21	1.00
3093.335205	3.41	-16.83	0.99
3120.001953	3.44	-17.52	0.99
3146.668701	3.46	-18.36	1.00
3173.335449	3.46	-19.15	1.00
3200.002197	3.46	-19.88	1.00
3226.668945	3.45	-20.47	1.00
3253.335693	3.44	-20.97	1.00
3280.002441	3.43	-21.37	1.00
3306.669189	3.43	-21.69	1.00
3333.335938	3.42	-21.99	1.00
3360.002686	3.43	-22.31	1.00
3386.669434	3.43	-22.61	1.00
3413.336182	3.45	-22.90	1.00
3440.002930	3.48	-23.14	0.99
3466.669678	3.51	-23.30	0.98
3493.336426	3.55	-23.53	0.99
3520.003174	3.59	-23.88	0.99
3546.669922	3.63	-24.23	0.99
3573.336670	3.68	-24.60	0.99
3600.003418	3.73	-24.98	0.99
3626.670166	3.76	-25.34	0.99
3653.336914	3.81	-25.65	1.00
3680.003662	3.86	-26.03	1.00
3706.670410	3.91	-26.39	0.99
3733.337158	3.98	-26.77	0.98
3760.003906	4.05	-27.45	0.98
3786.670654	4.11	-28.08	0.94
3813.337402	4.19	-28.60	0.94
3840.004150	4.27	-29.24	0.96
3866.670898	4.36	-29.74	0.90
3893.337646	4.44	-30.51	0.96
3920.004395	4.49	-31.43	0.98
3946.671143	4.50	-32.42	0.99
3973.337891	4.51	-33.42	0.99
4000.004639	4.48	-34.35	0.99
4026.671387	4.44	-35.18	1.00
4053.338135	4.40	-35.87	1.00
4080.004883	4.36	-36.40	0.97
4106.671387	4.34	-36.80	0.96
4133.337891	4.33	-37.39	0.96
4160.004395	4.34	-38.04	0.98
4186.670898	4.36	-38.67	0.98
4213.337402	4.38	-39.31	0.96
4240.003906	4.39	-39.73	0.95
4266.670410	4.41	-40.04	0.98
4293.336914	4.44	-40.44	0.99
4320.003418	4.48	-40.84	0.99
4346.669922	4.54	-41.34	0.99
4373.336426	4.60	-41.99	1.00
4400.002930	4.66	-42.74	1.00
4426.669434	4.72	-43.51	1.00
4453.335938	4.79	-44.31	0.99
4480.002441	4.85	-45.08	0.98
4506.668945	4.93	-45.90	0.98
4533.335449	5.00	-46.87	0.99
4560.001953	5.07	-47.84	0.99
4586.668457	5.13	-48.91	0.99
4613.334961	5.18	-50.09	0.99
4640.001465	5.21	-51.30	1.00
4666.667969	5.24	-52.52	0.99
4693.334473	5.26	-53.76	0.99
4720.000977	5.26	-54.95	1.00
4746.667480	5.25	-56.10	0.99
4773.333984	5.22	-57.24	0.98
4800.000488	5.18	-58.30	0.98
4826.666992	5.14	-59.38	0.96
4853.333496	5.10	-60.41	0.98
4880.000000	5.06	-61.26	0.99
4906.666504	5.03	-62.03	0.99
4933.333008	5.00	-62.78	0.97
4959.999512	4.99	-63.50	0.97
4986.666016	4.98	-64.34	0.98
5013.332520	4.99	-65.18	0.98
5039.999023	5.01	-66.04	0.98
5066.665527	5.04	-67.00	0.99
5093.332031	5.06	-68.10	1.00
5119.998535	5.09	-69.33	0.99
5146.665039	5.10	-70.73	0.98
5173.331543	5.08	-72.31	0.99
5199.998047	5.03	-73.86	0.99
5226.664551	4.96	-75.42	0.98
5253.331055	4.86	-76.94	0.97
5279.997559	4.75	-78.38	0.99
5306.664063	4.63	-79.77	0.99
5333.330566	4.51	-81.10	0.99
5359.997070	4.39	-82.41	1.00
5386.663574	4.27	-83.75	0.99
5413.330078	4.14	-85.08	0.99
5439.996582	4.02	-86.40	0.99
5466.663086	3.89	-87.74	0.99
5493.329590	3.76	-89.11	0.99
5519.996094	3.63	-90.54	0.98
5546.662598	3.48	-91.97	0.99
5573.329102	3.31	-93.33	0.99
5599.995605	3.13	-94.63	0.99
5626.662109	2.93	-95.83	0.99
5653.328613	2.72	-96.81	0.98
5679.995117	2.51	-97.62	0.99
5706.661621	2.31	-98.28	0.99
5733.328125	2.12	-98.83	0.99
5759.994629	1.94	-99.35	1.00
5786.661133	1.77	-99.82	1.00
5813.327637	1.61	-100.25	1.00
5839.994141	1.46	-100.65	1.00
5866.660645	1.34	-101.06	0.98
5893.327148	1.23	-101.45	0.99
5919.993652	1.13	-101.85	0.99
5946.660156	1.04	-102.26	0.99
5973.326660	0.97	-102.66	0.97
5999.993164	0.90	-103.11	0.99
6026.659668	0.83	-103.57	0.99
6053.326172	0.77	-104.07	0.98
6079.992676	0.72	-104.61	0.99
6106.659180	0.66	-105.18	0.99
6133.325684	0.61	-105.83	1.00
6159.992188	0.55	-106.56	1.00
6186.658691	0.48	-107.35	0.99
6213.325195	0.40	-108.19	0.99
6239.991699	0.31	-109.09	0.99
6266.658203	0.19	-110.08	0.98
6293.324707	0.07	-111.01	0.97
6319.991211	-0.07	-111.94	0.96
6346.657715	-0.23	-112.77	0.96
6373.324219	-0.40	-113.57	0.97
6399.990723	-0.59	-114.33	0.99
6426.657227	-0.78	-115.05	1.00
6453.323730	-0.98	-115.70	1.00
6479.990234	-1.18	-116.28	1.00
6506.656738	-1.38	-116.79	1.00
6533.323242	-1.59	-117.24	0.99
6559.989746	-1.78	-117.66	0.98
6586.656250	-1.98	-118.03	0.94
6613.322754	-2.17	-118.38	0.96
6639.989258	-2.37	-118.71	0.98
6666.655762	-2.57	-118.93	0.99
6693.322266	-2.76	-119.08	0.99
6719.988770	-2.94	-119.18	0.99
6746.655273	-3.12	-119.21	0.99
6773.321777	-3.29	-119.21	1.00
6799.988281	-3.45	-119.17	1.00
6826.654785	-3.59	-119.09	1.00
6853.321289	-3.73	-118.96	0.99
6879.987793	-3.85	-118.79	0.99
6906.654297	-3.97	-118.59	0.99
6933.320801	-4.06	-118.36	0.99
6959.987305	-4.15	-118.15	0.99
6986.653809	-4.22	-117.93	0.99
7013.320313	-4.28	-117.74	0.99
7039.986816	-4.34	-117.58	1.00
7066.653320	-4.38	-117.44	1.00
7093.319824	-4.41	-117.32	1.00
7119.986328	-4.43	-117.24	1.00
7146.652832	-4.44	-117.19	1.00
7173.319336	-4.44	-117.22	1.00
7199.985840	-4.44	-117.31	1.00
7226.652344	-4.43	-117.46	0.99
7253.318848	-4.41	-117.70	0.99
7279.985352	-4.40	-118.05	0.99
7306.651855	-4.39	-118.46	0.98
7333.318359	-4.38	-118.96	0.99
7359.984863	-4.38	-119.52	0.99
7386.651367	-4.38	-120.17	0.99
7413.317871	-4.39	-120.90	1.00
7439.984375	-4.41	-121.70	0.99
7466.650879	-4.44	-122.59	1.00
7493.317383	-4.48	-123.54	1.00
7519.983887	-4.53	-124.50	1.00
7546.650391	-4.60	-125.50	0.99
7573.316895	-4.68	-126.51	0.99
7599.983398	-4.77	-127.51	0.99
7626.649902	-4.88	-128.52	0.98
7653.316406	-5.00	-129.55	0.98
7679.982910	-5.13	-130.54	0.99
7706.649414	-5.26	-131.46	0.98
7733.315918	-5.41	-132.34	0.95
7759.982422	-5.57	-133.13	0.99
7786.648926	-5.74	-133.85	1.00
7813.315430	-5.91	-134.53	1.00
7839.981934	-6.08	-135.15	1.00
7866.648438	-6.26	-135.73	1.00
7893.314941	-6.44	-136.26	0.99
7919.981445	-6.62	-136.72	0.99
7946.647949	-6.80	-137.12	0.98
7973.314453	-6.98	-137.49	0.98
7999.980957	-7.15	-137.79	0.97
8026.647461	-7.33	-138.08	0.99
8053.313965	-7.50	-138.33	0.97
8079.980469	-7.68	-138.56	0.99
8106.646973	-7.85	-138.79	1.00
8133.313477	-8.01	-138.97	0.99
8159.979980	-8.18	-139.12	0.99
8186.646484	-8.33	-139.24	0.99
8213.313477	-8.48	-139.34	0.98
8239.980469	-8.62	-139.44	0.98
8266.647461	-8.75	-139.55	0.98
8293.314453	-8.88	-139.66	0.99
8319.981445	-9.01	-139.77	0.99
8346.648438	-9.13	-139.91	0.99
8373.315430	-9.24	-140.07	0.99
8399.982422	-9.35	-140.24	0.99
8426.649414	-9.46	-140.44	1.00
8453.316406	-9.57	-140.65	1.00
8479.983398	-9.68	-140.88	1.00
8506.650391	-9.79	-141.13	1.00
8533.317383	-9.90	-141.39	1.00
8559.984375	-10.01	-141.65	0.99
8586.651367	-10.12	-141.91	0.99
8613.318359	-10.22	-142.18	1.00
8639.985352	-10.33	-142.45	0.99
8666.652344	-10.44	-142.75	1.00
8693.319336	-10.55	-143.08	1.00
8719.986328	-10.66	-143.42	0.99
8746.653320	-10.78	-143.77	1.00
8773.320313	-10.89	-144.13	1.00
8799.987305	-11.01	-144.50	1.00
8826.654297	-11.13	-144.89	1.00
8853.321289	-11.25	-145.30	1.00
8879.988281	-11.37	-145.73	1.00
8906.655273	-11.50	-146.19	0.99
8933.322266	-11.64	-146.67	0.99
8959.989258	-11.78	-147.15	0.99
8986.656250	-11.92	-147.63	0.99
9013.323242	-12.07	-148.08	0.99
9039.990234	-12.22	-148.53	0.99
9066.657227	-12.38	-148.99	0.99
9093.324219	-12.54	-149.44	0.98
9119.991211	-12.70	-149.89	0.99
9146.658203	-12.87	-150.30	0.99
9173.325195	-13.05	-150.67	1.00
9199.992188	-13.23	-151.00	1.00
9226.659180	-13.41	-151.29	1.00
9253.326172	-13.59	-151.54	1.00
9279.993164	-13.78	-151.75	0.99
9306.660156	-13.97	-151.94	0.98
9333.327148	-14.15	-152.08	0.99
9359.994141	-14.33	-152.18	0.99
9386.661133	-14.52	-152.23	0.98
9413.328125	-14.70	-152.20	0.96
9439.995117	-14.88	-152.13	0.98
9466.662109	-15.05	-152.02	0.96
9493.329102	-15.22	-151.89	0.99
9519.996094	-15.39	-151.73	0.99
9546.663086	-15.56	-151.53	0.97
9573.330078	-15.72	-151.30	0.98
9600.000977	-16.18	-150.36	0.96
9733.333984	-16.58	-149.20	0.94
9866.666992	-16.99	-146.94	0.96
10000.000000	-17.28	-144.52	0.97
10133.333008	-17.50	-142.43	0.99
10266.666016	-17.67	-140.66	0.98
10399.999023	-17.77	-138.75	0.94
10533.332031	-17.76	-136.44	0.94
10666.665039	-17.53	-134.59	0.86
10799.998047	-17.28	-134.30	0.92
10933.331055	-17.07	-134.71	0.97
11066.664063	-16.84	-135.74	0.98
11199.997070	-16.73	-137.89	0.98
11333.330078	-16.71	-140.52	0.98
11466.663086	-16.78	-143.88	0.99
11599.996094	-16.97	-148.35	0.99
11733.329102	-17.30	-153.21	0.98
11866.662109	-17.73	-157.76	0.98
11999.995117	-18.26	-161.41	0.95
12133.328125	-18.79	-164.19	0.98
12266.661133	-19.19	-166.25	0.97
12399.994141	-19.44	-168.28	0.98
12533.327148	-19.57	-170.43	0.98
12666.660156	-19.56	-173.04	0.98
