	Dir_75g		
96.679688	-14.87	133.38	1.00
97.656250	-14.80	133.47	1.00
98.632813	-14.67	133.72	0.99
99.609375	-14.52	134.11	0.99
100.585938	-14.32	134.60	0.98
101.562500	-14.09	134.96	0.98
102.539063	-13.83	134.96	0.98
103.515625	-13.55	134.96	0.99
104.492188	-13.25	134.57	0.99
105.468750	-13.00	133.70	0.99
106.445313	-12.77	132.57	0.99
107.421875	-12.63	131.04	1.00
108.398438	-12.53	129.55	0.99
109.375000	-12.46	128.15	0.99
110.351563	-12.39	127.17	0.99
111.328125	-12.29	126.40	0.99
112.304688	-12.18	125.74	1.00
113.281250	-12.07	125.15	1.00
114.257813	-11.98	124.69	1.00
115.234375	-11.92	124.37	0.99
116.210938	-11.85	124.07	0.99
117.187500	-11.73	123.73	1.00
118.164063	-11.61	123.39	0.99
119.140625	-11.49	123.05	0.99
120.117188	-11.37	122.70	0.99
121.093750	-11.26	122.39	1.00
122.070313	-11.14	122.01	1.00
123.046875	-11.00	121.60	0.99
124.023438	-10.88	121.16	1.00
125.000000	-10.77	120.64	1.00
125.976563	-10.68	120.17	0.99
126.953125	-10.58	119.83	0.99
127.929688	-10.48	119.61	1.00
128.906250	-10.38	119.37	1.00
129.882813	-10.30	119.01	0.99
130.859375	-10.23	118.56	0.99
131.835938	-10.15	118.15	1.00
132.812500	-10.07	117.84	1.00
133.789063	-9.98	117.62	1.00
134.765625	-9.88	117.46	1.00
135.742188	-9.78	117.37	0.98
136.718750	-9.66	117.32	0.98
137.695313	-9.52	116.97	0.99
138.671875	-9.23	116.04	0.96
140.625000	-8.89	114.58	0.98
142.578125	-8.60	112.63	0.98
144.531250	-8.47	111.06	0.97
146.484375	-8.32	109.81	0.98
148.437500	-8.23	108.45	0.98
150.390625	-8.23	106.20	0.98
152.343750	-8.34	105.20	0.98
154.296875	-8.39	105.42	0.98
156.250000	-8.29	106.06	0.98
158.203125	-8.08	105.77	0.99
160.156250	-7.94	104.15	0.99
162.109375	-7.86	101.61	0.97
164.062500	-7.77	99.06	0.98
166.015625	-7.76	96.99	0.97
167.968750	-7.81	95.24	0.99
169.921875	-7.89	93.94	0.99
171.875000	-8.04	92.85	0.99
173.828125	-8.23	92.06	0.99
175.781250	-8.45	91.54	0.99
177.734375	-8.72	91.74	0.99
179.687500	-9.03	92.45	0.99
181.640625	-9.36	94.12	0.98
183.593750	-9.70	97.29	0.96
185.546875	-9.94	101.77	0.90
187.500000	-9.89	106.88	0.67
189.453125	-9.46	111.59	0.90
191.406250	-8.85	114.99	0.97
193.359375	-8.19	116.96	0.99
195.312500	-7.55	117.61	1.00
197.265625	-6.90	117.62	1.00
199.218750	-6.25	116.99	0.99
201.171875	-5.62	115.82	0.99
203.125000	-5.06	113.96	0.98
205.078125	-4.63	111.39	0.98
207.031250	-4.28	108.94	0.98
208.984375	-3.98	106.65	1.00
210.937500	-3.71	104.49	1.00
212.890625	-3.48	102.28	0.99
214.843750	-3.31	100.12	1.00
216.796875	-3.19	98.17	1.00
218.750000	-3.11	96.45	1.00
220.703125	-3.06	94.91	0.99
222.656250	-3.02	93.64	0.99
224.609375	-2.92	92.45	0.99
226.562500	-2.79	91.20	0.99
228.515625	-2.67	89.84	1.00
230.468750	-2.57	88.52	1.00
232.421875	-2.48	87.18	1.00
234.375000	-2.38	85.73	0.99
236.328125	-2.33	84.17	0.99
238.281250	-2.31	82.78	0.99
240.234375	-2.30	81.58	0.99
242.187500	-2.27	80.35	0.99
244.140625	-2.25	79.09	1.00
246.093750	-2.25	77.92	0.99
248.046875	-2.28	76.87	0.99
250.000000	-2.32	76.13	1.00
251.953125	-2.37	75.66	0.99
253.906250	-2.39	75.40	1.00
255.859375	-2.37	75.23	0.99
257.812500	-2.30	75.13	0.98
259.765625	-2.17	74.85	0.99
261.718750	-1.98	74.31	0.98
263.671875	-1.75	73.44	0.98
265.625000	-1.55	72.54	0.98
267.578125	-1.37	71.64	0.97
269.531250	-1.17	70.48	0.97
271.484375	-1.00	68.91	0.99
273.437500	-0.87	66.94	0.99
275.390625	-0.79	64.91	1.00
277.343750	-0.78	62.06	1.00
281.250000	-0.87	59.35	0.99
285.156250	-1.14	56.26	0.99
289.062500	-1.45	53.84	1.00
292.968750	-1.79	51.90	1.00
296.875000	-2.15	50.52	1.00
300.781250	-2.55	49.66	0.99
304.687500	-2.87	49.24	1.00
308.593750	-3.13	49.08	1.00
312.500000	-3.38	49.20	0.99
316.406250	-3.59	49.70	0.98
320.312500	-3.85	50.96	0.98
324.218750	-4.08	53.25	0.97
328.125000	-4.15	56.49	0.84
332.031250	-3.94	59.32	0.90
335.937500	-3.64	60.78	0.99
339.843750	-3.33	61.55	0.95
343.750000	-2.82	62.26	0.93
347.656250	-2.29	62.03	0.97
351.562500	-1.87	60.11	0.99
355.468750	-1.61	57.52	1.00
359.375000	-1.48	54.73	0.99
363.281250	-1.47	52.02	1.00
367.187500	-1.52	49.79	1.00
371.093750	-1.62	48.12	1.00
375.000000	-1.76	46.87	0.99
378.906250	-1.92	46.47	0.99
382.812500	-2.04	46.54	0.99
386.718750	-2.08	47.02	0.99
390.625000	-2.01	47.48	0.99
394.531250	-1.86	47.69	0.99
398.437500	-1.69	47.20	0.99
402.343750	-1.57	46.30	0.99
406.250000	-1.50	45.14	0.99
410.156250	-1.48	44.17	0.99
414.062500	-1.46	43.28	0.99
417.968750	-1.46	42.32	1.00
421.875000	-1.48	41.55	1.00
425.781250	-1.51	40.95	0.99
429.687500	-1.51	40.63	0.99
433.593750	-1.46	40.35	1.00
437.500000	-1.40	39.90	1.00
441.406250	-1.33	39.32	1.00
445.312500	-1.24	38.57	1.00
449.218750	-1.15	37.50	1.00
453.125000	-1.08	36.12	0.99
457.031250	-1.06	34.64	0.98
460.937500	-1.14	33.24	0.99
464.843750	-1.26	32.13	0.99
468.750000	-1.38	31.34	1.00
472.656250	-1.50	30.75	0.99
476.562500	-1.62	30.17	0.96
480.468750	-1.68	29.38	0.95
484.375000	-1.75	28.16	0.97
488.281250	-1.88	26.62	0.98
492.187500	-2.09	25.36	0.99
496.093750	-2.32	24.47	0.99
500.000000	-2.58	24.02	1.00
503.906250	-2.82	23.97	1.00
507.812500	-3.06	24.31	0.99
511.718750	-3.28	24.98	0.91
515.625000	-3.42	26.05	0.83
519.531250	-3.43	27.19	0.95
523.437500	-3.34	28.13	0.98
527.343750	-3.22	28.71	0.97
531.250000	-3.08	28.72	0.99
535.156250	-2.98	28.15	0.99
539.062500	-2.93	27.12	0.98
542.968750	-2.93	26.18	0.99
546.875000	-3.00	25.58	0.98
550.781250	-3.06	25.28	1.00
554.687500	-3.10	25.09	0.99
560.000000	-3.09	24.84	0.95
568.000000	-3.06	24.20	0.96
576.000000	-3.13	23.13	0.97
584.000000	-3.31	22.64	0.99
592.000000	-3.57	23.41	0.98
600.000000	-3.75	24.93	0.98
608.000000	-3.78	26.94	0.98
616.000000	-3.71	28.74	0.99
624.000000	-3.62	30.12	1.00
632.000000	-3.53	31.54	0.99
640.000000	-3.35	32.90	0.97
648.000000	-3.22	33.60	0.98
656.000000	-3.20	34.45	0.92
664.000000	-3.20	36.01	0.85
672.000000	-2.93	37.07	0.91
680.000000	-2.57	36.97	0.99
688.000000	-2.22	36.00	0.98
696.000000	-1.95	34.31	0.97
704.000000	-1.88	31.92	0.98
712.000000	-1.95	29.80	0.99
720.000000	-2.05	27.84	1.00
728.000000	-2.19	26.05	0.99
736.000000	-2.37	24.93	0.97
744.000000	-2.54	24.81	0.96
752.000000	-2.65	25.22	0.96
760.000000	-2.70	25.43	0.99
768.000000	-2.74	25.29	1.00
776.000000	-2.77	24.93	0.99
784.000000	-2.81	24.24	0.99
792.000000	-2.91	23.45	0.98
800.000000	-3.06	22.59	0.97
808.000000	-3.30	22.33	0.97
816.000000	-3.54	22.82	0.98
824.000000	-3.73	24.07	0.95
832.000000	-3.79	25.82	0.99
840.000000	-3.71	27.51	0.97
848.000000	-3.52	28.88	0.99
856.000000	-3.26	29.60	0.99
864.000000	-3.00	29.48	0.99
872.000000	-2.79	28.70	0.99
880.000000	-2.67	27.73	0.99
888.000000	-2.58	26.90	0.99
896.000000	-2.52	25.96	0.99
904.000000	-2.50	24.97	1.00
912.000000	-2.51	24.07	0.99
920.000000	-2.53	23.30	0.97
928.000000	-2.52	22.61	0.99
936.000000	-2.52	21.63	0.98
944.000000	-2.56	20.92	0.98
952.000000	-2.62	20.49	0.99
960.000000	-2.67	20.13	0.99
968.000000	-2.76	19.96	0.97
976.000000	-2.87	19.91	0.98
984.000000	-2.97	19.94	0.99
992.000000	-3.07	20.14	0.99
1000.000000	-3.16	20.48	0.99
1008.000000	-3.24	20.87	1.00
1016.000000	-3.30	21.40	1.00
1024.000000	-3.34	21.93	1.00
1032.000000	-3.36	22.47	0.99
1040.000000	-3.38	23.15	0.99
1048.000000	-3.37	23.81	0.99
1056.000000	-3.33	24.36	0.99
1064.000000	-3.28	24.82	0.99
1072.000000	-3.21	25.25	0.98
1080.000000	-3.12	25.64	0.99
1088.000000	-3.04	25.90	0.99
1096.000000	-2.97	26.19	0.94
1104.000000	-2.88	26.56	0.84
1112.000000	-2.75	26.62	0.94
1120.000000	-2.64	26.27	0.99
1128.000000	-2.55	25.66	1.00
1136.000000	-2.48	25.01	0.99
1144.000000	-2.43	24.18	0.98
1152.000000	-2.44	23.13	0.98
1160.000000	-2.52	22.27	0.97
1168.000000	-2.63	21.72	0.99
1176.000000	-2.72	21.50	0.96
1184.000000	-2.81	21.79	0.97
1192.000000	-2.87	22.10	1.00
1200.000000	-2.90	22.35	1.00
1208.000000	-2.91	22.51	0.99
1216.000000	-2.91	22.57	0.97
1224.000000	-2.90	22.47	0.98
1232.000000	-2.91	22.22	0.99
1240.000000	-2.94	22.04	0.98
1248.000000	-2.99	22.28	0.97
1256.000000	-3.02	22.80	0.93
1264.000000	-2.97	23.24	0.99
1272.000000	-2.90	23.54	0.99
1280.000000	-2.83	23.55	0.97
1288.000000	-2.76	23.41	0.99
1296.000000	-2.72	23.27	0.97
1304.000000	-2.68	23.28	0.90
1312.000000	-2.62	23.33	0.97
1320.000000	-2.59	23.22	0.98
1328.000000	-2.57	23.21	0.95
1336.000000	-2.54	23.20	0.96
1344.000000	-2.48	23.01	0.94
1352.000000	-2.45	22.55	0.97
1360.000000	-2.45	22.13	0.98
1368.000000	-2.47	21.86	0.99
1376.000000	-2.47	21.69	0.99
1384.000000	-2.46	21.56	0.99
1392.000000	-2.46	21.44	1.00
1400.000000	-2.47	21.36	0.99
1408.000000	-2.48	21.31	0.91
1416.000000	-2.47	21.35	0.92
1424.000000	-2.45	21.23	0.98
1432.000000	-2.45	21.01	0.99
1440.000000	-2.44	20.80	0.99
1448.000000	-2.43	20.49	0.98
1456.000000	-2.43	20.12	0.98
1464.000000	-2.45	19.71	0.97
1472.000000	-2.47	19.35	0.99
1480.000000	-2.48	18.96	0.99
1488.000000	-2.50	18.68	0.97
1496.000000	-2.51	18.37	0.97
1504.000000	-2.52	17.94	0.99
1512.000000	-2.54	17.42	0.99
1520.000000	-2.57	16.92	0.99
1528.000000	-2.62	16.50	0.99
1536.000000	-2.67	16.11	0.99
1544.000000	-2.74	15.85	0.98
1552.000000	-2.80	15.64	1.00
1560.000000	-2.85	15.51	0.95
1568.000000	-2.89	15.38	0.97
1576.000000	-2.92	15.20	0.99
1584.000000	-2.95	14.94	0.99
1592.000000	-2.98	14.64	0.99
1600.000000	-3.02	14.39	0.99
1608.000000	-3.06	14.12	0.99
1616.000000	-3.11	13.80	0.99
1624.000000	-3.16	13.56	0.99
1632.000000	-3.21	13.40	0.99
1640.000000	-3.25	13.29	0.98
1648.000000	-3.27	13.14	0.99
1656.000000	-3.28	12.87	0.99
1664.000000	-3.30	12.53	1.00
1672.000000	-3.33	12.15	0.99
1680.000000	-3.36	11.71	0.96
1688.000000	-3.39	11.31	0.97
1696.000000	-3.40	10.89	0.99
1704.000000	-3.41	10.39	0.99
1712.000000	-3.44	9.71	0.98
1720.000000	-3.48	8.94	1.00
1728.000000	-3.55	8.22	0.99
1736.000000	-3.63	7.58	0.98
1744.000000	-3.72	7.07	0.96
1752.000000	-3.80	6.67	0.97
1760.000000	-3.89	6.28	0.98
1768.000000	-3.97	5.96	0.94
1776.000000	-4.07	5.79	0.87
1784.000000	-4.15	5.83	0.80
1792.000000	-4.22	5.91	0.95
1800.000000	-4.30	5.92	0.97
1808.000000	-4.38	5.93	0.87
1816.000000	-4.44	5.86	0.96
1824.000000	-4.52	5.75	0.99
1832.000000	-4.60	5.68	0.99
1840.000000	-4.67	5.66	0.98
1848.000000	-4.73	5.67	0.95
1856.000000	-4.80	5.59	0.95
1866.665649	-4.98	4.46	0.87
1893.332275	-5.26	3.06	0.80
1919.998901	-5.67	3.55	0.90
1946.665527	-6.02	4.33	0.93
1973.332153	-6.45	4.98	0.95
1999.998779	-6.75	6.33	0.96
2026.665405	-6.90	7.62	0.97
2053.332031	-7.09	8.23	0.97
2079.998779	-7.19	8.63	0.97
2106.665527	-7.29	9.02	0.96
2133.332275	-7.34	9.55	0.95
2159.999023	-7.32	10.30	0.96
2186.665771	-7.26	11.10	0.98
2213.332520	-7.27	11.97	0.90
2239.999268	-7.30	12.06	0.94
2266.666016	-7.43	11.50	0.96
2293.332764	-7.62	11.30	0.97
2319.999512	-7.83	10.79	0.91
2346.666260	-7.98	10.98	0.90
2373.333008	-8.18	10.98	0.94
2399.999756	-8.38	10.51	0.90
2426.666504	-8.51	10.21	0.93
2453.333252	-8.65	10.20	0.96
2480.000000	-8.83	9.66	0.98
2506.666748	-9.03	8.55	0.99
2533.333496	-9.28	7.54	0.94
2560.000244	-9.59	6.48	0.96
2586.666992	-9.95	5.18	0.97
2613.333740	-10.39	3.74	0.96
2640.000488	-10.84	3.24	0.81
2666.667236	-11.28	3.21	0.88
2693.333984	-11.76	3.67	0.82
2720.000732	-12.25	4.74	0.84
2746.667480	-12.76	6.33	0.82
2773.334229	-13.17	8.55	0.87
2800.000977	-13.49	10.48	0.96
2826.667725	-13.79	12.51	0.92
2853.334473	-14.12	14.43	0.80
2880.001221	-14.34	17.45	0.92
2906.667969	-14.46	20.62	0.98
2933.334717	-14.54	24.42	0.91
2960.001465	-14.56	29.11	0.70
2986.668213	-14.51	35.40	0.32
3013.334961	-14.45	43.37	0.43
3040.001709	-14.34	51.62	0.53
3066.668457	-14.17	61.67	0.38
3093.335205	-14.04	69.56	0.78
3120.001953	-13.94	75.08	0.78
3146.668701	-13.81	80.70	0.44
3173.335449	-13.75	84.74	0.52
3200.002197	-13.82	85.72	0.75
3226.668945	-13.87	86.75	0.64
3253.335693	-13.78	87.87	0.74
3280.002441	-13.65	88.78	0.84
3306.669189	-13.53	89.86	0.62
3333.335938	-13.36	90.69	0.82
3360.002686	-13.21	91.76	0.79
3386.669434	-13.11	92.82	0.21
3413.336182	-13.08	93.31	0.68
3440.002930	-13.03	94.20	0.89
3466.669678	-12.98	95.58	0.68
3493.336426	-12.93	97.66	0.37
3520.003174	-12.86	99.22	0.87
3546.669922	-12.79	100.69	0.62
3573.336670	-12.70	102.24	0.66
3600.003418	-12.54	103.27	0.85
3626.670166	-12.36	103.88	0.78
3653.336914	-12.19	104.00	0.85
3680.003662	-12.00	103.57	0.93
3706.670410	-11.84	102.46	0.90
3733.337158	-11.70	101.48	0.86
3760.003906	-11.56	100.99	0.84
3786.670654	-11.44	99.94	0.75
3813.337402	-11.32	99.54	0.54
3840.004150	-11.16	99.41	0.69
3866.670898	-10.98	98.46	0.92
3893.337646	-10.77	97.42	0.77
3920.004395	-10.58	96.47	0.82
3946.671143	-10.46	94.68	0.92
3973.337891	-10.41	92.56	0.87
4000.004639	-10.44	90.58	0.77
4026.671387	-10.45	88.80	0.83
4053.338135	-10.52	86.98	0.87
4080.004883	-10.59	85.63	0.49
4106.671387	-10.62	84.44	0.71
4133.337891	-10.68	84.09	0.65
4160.004395	-10.81	84.89	0.35
4186.670898	-10.93	85.33	0.54
4213.337402	-11.12	85.44	0.74
4240.003906	-11.32	86.52	0.65
4266.670410	-11.47	87.82	0.46
4293.336914	-11.55	89.13	0.69
4320.003418	-11.64	90.46	0.73
4346.669922	-11.66	91.71	0.79
4373.336426	-11.66	92.58	0.90
4400.002930	-11.63	93.09	0.76
4426.669434	-11.55	93.73	0.23
4453.335938	-11.43	94.81	0.68
4480.002441	-11.31	95.96	0.57
4506.668945	-11.18	97.79	0.62
4533.335449	-11.08	98.26	0.86
4560.001953	-10.97	98.36	0.84
4586.668457	-10.84	98.81	0.80
4613.334961	-10.71	98.21	0.83
4640.001465	-10.64	97.76	0.89
4666.667969	-10.57	97.87	0.81
4693.334473	-10.52	97.78	0.82
4720.000977	-10.49	97.53	0.61
4746.667480	-10.52	96.78	0.53
4773.333984	-10.51	96.42	0.77
4800.000488	-10.48	95.91	0.91
4826.666992	-10.47	96.09	0.68
4853.333496	-10.47	97.12	0.54
4880.000000	-10.46	97.36	0.78
4906.666504	-10.47	97.81	0.68
4933.333008	-10.44	98.59	0.42
4959.999512	-10.36	99.18	0.64
4986.666016	-10.30	98.23	0.69
5013.332520	-10.26	98.42	0.39
5039.999023	-10.23	100.35	0.56
5066.665527	-10.20	103.60	0.66
5093.332031	-10.22	109.29	0.66
5119.998535	-10.25	114.77	0.28
5146.665039	-10.25	120.35	0.53
5173.331543	-10.26	126.71	0.60
5199.998047	-10.31	131.03	0.73
5226.664551	-10.34	133.82	0.57
5253.331055	-10.38	135.75	0.87
5279.997559	-10.44	136.02	0.93
5306.664063	-10.52	135.00	0.91
5333.330566	-10.62	133.31	0.89
5359.997070	-10.73	131.18	0.91
5386.663574	-10.86	128.50	0.93
5413.330078	-11.03	125.74	0.89
5439.996582	-11.21	122.43	0.96
5466.663086	-11.40	118.70	0.89
5493.329590	-11.61	114.77	0.91
5519.996094	-11.84	110.94	0.87
5546.662598	-12.09	107.01	0.91
5573.329102	-12.38	103.18	0.90
5599.995605	-12.73	100.33	0.91
5626.662109	-13.10	97.83	0.90
5653.328613	-13.49	95.68	0.87
5679.995117	-13.90	93.98	0.95
5706.661621	-14.31	92.59	0.94
5733.328125	-14.70	91.58	0.90
5759.994629	-15.10	90.94	0.60
5786.661133	-15.50	90.54	0.54
5813.327637	-15.90	90.24	0.76
5839.994141	-16.29	90.32	0.79
5866.660645	-16.67	90.95	0.22
5893.327148	-17.01	91.66	0.59
5919.993652	-17.35	92.50	0.53
5946.660156	-17.67	93.69	0.20
5973.326660	-17.96	94.73	0.72
5999.993164	-18.21	95.71	0.57
6026.659668	-18.43	96.76	0.28
6053.326172	-18.64	97.77	0.64
6079.992676	-18.82	98.68	0.53
6106.659180	-19.01	99.49	0.35
6133.325684	-19.18	100.27	0.31
6159.992188	-19.36	101.10	0.79
6186.658691	-19.52	101.69	0.88
6213.325195	-19.68	102.01	0.88
6239.991699	-19.83	102.22	0.70
6266.658203	-20.00	102.07	0.62
6293.324707	-20.17	101.83	0.82
6319.991211	-20.35	101.54	0.81
6346.657715	-20.53	101.42	0.80
6373.324219	-20.72	101.06	0.94
6399.990723	-20.92	100.55	0.93
6426.657227	-21.13	99.96	0.91
6453.323730	-21.33	99.35	0.90
6479.990234	-21.55	98.60	0.90
6506.656738	-21.79	97.48	0.81
6533.323242	-22.04	96.60	0.89
6559.989746	-22.27	95.66	0.79
6586.656250	-22.50	94.68	0.79
6613.322754	-22.74	93.75	0.88
6639.989258	-22.98	92.87	0.89
6666.655762	-23.23	92.08	0.94
6693.322266	-23.48	91.34	0.94
6719.988770	-23.73	90.62	0.94
6746.655273	-23.99	89.96	0.90
6773.321777	-24.25	89.54	0.73
6799.988281	-24.50	89.20	0.75
6826.654785	-24.72	88.95	0.72
6853.321289	-24.93	88.86	0.38
6879.987793	-25.10	88.75	0.66
6906.654297	-25.23	88.58	0.86
6933.320801	-25.32	88.31	0.91
6959.987305	-25.40	88.01	0.75
6986.653809	-25.45	87.66	0.90
7013.320313	-25.50	87.25	0.94
7039.986816	-25.55	86.96	0.68
7066.653320	-25.60	86.58	0.87
7093.319824	-25.65	86.37	0.81
7119.986328	-25.71	86.48	0.76
7146.652832	-25.73	86.66	0.47
7173.319336	-25.73	86.93	0.70
7199.985840	-25.73	87.25	0.42
7226.652344	-25.72	87.67	0.38
7253.318848	-25.70	88.16	0.40
7279.985352	-25.66	88.61	0.37
7306.651855	-25.62	88.84	0.35
7333.318359	-25.57	88.78	0.49
7359.984863	-25.54	88.49	0.65
7386.651367	-25.49	88.00	0.78
7413.317871	-25.45	87.44	0.38
7439.984375	-25.40	86.73	0.77
7466.650879	-25.37	85.62	0.88
7493.317383	-25.34	84.27	0.47
7519.983887	-25.32	82.92	0.28
7546.650391	-25.31	81.50	0.80
7573.316895	-25.30	80.04	0.93
7599.983398	-25.29	78.55	0.95
7626.649902	-25.28	77.04	0.90
7653.316406	-25.26	75.47	0.84
7679.982910	-25.25	73.90	0.85
7706.649414	-25.25	72.02	0.84
7733.315918	-25.25	70.10	0.72
7759.982422	-25.25	68.34	0.65
7786.648926	-25.25	66.56	0.82
7813.315430	-25.26	64.38	0.81
7839.981934	-25.29	62.34	0.62
7866.648438	-25.31	60.37	0.66
7893.314941	-25.34	58.21	0.88
7919.981445	-25.39	56.22	0.76
7946.647949	-25.44	54.32	0.85
7973.314453	-25.49	52.35	0.88
7999.980957	-25.55	50.37	0.69
8026.647461	-25.62	48.41	0.74
8053.313965	-25.70	46.33	0.77
8079.980469	-25.79	44.38	0.92
8106.646973	-25.87	42.64	0.96
8133.313477	-25.96	40.99	0.95
8159.979980	-26.04	39.40	0.92
8186.646484	-26.13	38.02	0.91
8213.313477	-26.20	36.73	0.92
8239.980469	-26.28	35.47	0.97
8266.647461	-26.35	34.28	0.92
8293.314453	-26.41	33.15	0.83
8319.981445	-26.47	32.01	0.89
8346.648438	-26.53	30.81	0.93
8373.315430	-26.59	29.74	0.93
8399.982422	-26.65	28.72	0.95
8426.649414	-26.72	27.69	0.94
8453.316406	-26.78	26.81	0.80
8479.983398	-26.85	25.96	0.81
8506.650391	-26.92	25.16	0.93
8533.317383	-27.01	24.46	0.82
8559.984375	-27.11	23.69	0.80
8586.651367	-27.19	22.95	0.90
8613.318359	-27.29	22.23	0.89
8639.985352	-27.37	21.59	0.69
8666.652344	-27.45	21.01	0.89
8693.319336	-27.53	20.42	0.97
8719.986328	-27.61	19.88	0.98
8746.653320	-27.68	19.44	0.92
8773.320313	-27.76	19.11	0.90
8799.987305	-27.83	18.86	0.86
8826.654297	-27.90	18.66	0.93
8853.321289	-27.96	18.56	0.82
8879.988281	-28.02	18.45	0.84
8906.655273	-28.07	18.35	0.95
8933.322266	-28.10	18.20	0.90
8959.989258	-28.14	18.05	0.86
8986.656250	-28.15	17.91	0.57
9013.323242	-28.16	17.73	0.81
9039.990234	-28.16	17.53	0.88
9066.657227	-28.15	17.33	0.68
9093.324219	-28.13	17.17	0.88
9119.991211	-28.10	16.99	0.92
9146.658203	-28.08	16.79	0.92
9173.325195	-28.04	16.57	0.94
9199.992188	-27.99	16.32	0.93
9226.659180	-27.95	16.07	0.88
9253.326172	-27.91	15.81	0.91
9279.993164	-27.85	15.52	0.78
9306.660156	-27.80	15.23	0.87
9333.327148	-27.76	14.90	0.87
9359.994141	-27.72	14.54	0.96
9386.661133	-27.67	14.23	0.90
9413.328125	-27.62	13.91	0.87
9439.995117	-27.58	13.60	0.89
9466.662109	-27.53	13.31	0.96
9493.329102	-27.48	13.00	0.98
9519.996094	-27.44	12.70	0.96
9546.663086	-27.39	12.44	0.90
9573.330078	-27.35	12.15	0.85
9600.000977	-27.24	11.11	0.94
9733.333984	-27.13	9.59	0.90
9866.666992	-26.76	7.13	0.92
10000.000000	-26.33	4.77	0.96
10133.333008	-25.91	1.72	0.95
10266.666016	-25.39	-2.01	0.95
10399.999023	-24.97	-7.53	0.98
10533.332031	-24.68	-13.79	0.97
10666.665039	-24.55	-21.14	0.95
10799.998047	-24.57	-27.97	0.87
10933.331055	-24.77	-34.22	0.92
11066.664063	-24.97	-39.67	0.93
11199.997070	-25.10	-46.21	0.95
11333.330078	-25.27	-53.40	0.94
11466.663086	-25.50	-61.36	0.94
11599.996094	-25.92	-69.76	0.94
11733.329102	-26.53	-78.29	0.96
11866.662109	-27.21	-86.60	0.92
11999.995117	-27.95	-94.86	0.90
12133.328125	-28.60	-102.73	0.85
12266.661133	-29.10	-111.04	0.88
12399.994141	-29.34	-120.50	0.96
