	Dir_75g		
12533.327148	-29.51	-131.04	0.97
12666.660156	-29.73	-143.18	0.96
12799.993164	-30.13	-156.26	0.95
12933.326172	-30.76	-169.71	0.93
13066.659180	-31.59	178.28	0.78
13199.992188	-32.51	170.98	0.65
13333.325195	-33.42	168.13	0.43
13466.658203	-34.13	167.04	0.61
13599.991211	-34.72	165.96	0.66
13733.324219	-35.26	165.78	0.68
13866.657227	-35.65	166.46	0.47
13999.990234	-35.89	168.33	0.21
14133.323242	-35.85	169.79	0.71
14266.656250	-35.64	169.78	0.91
14399.989258	-35.43	168.24	0.95
14533.322266	-35.27	164.87	0.93
14666.655273	-35.21	159.72	0.94
14799.988281	-35.27	154.50	0.93
14933.321289	-35.49	150.59	0.88
15066.654297	-35.89	146.55	0.95
15199.987305	-36.36	144.47	0.79
15333.320313	-36.91	146.44	0.42
15466.653320	-37.45	150.35	0.27
15599.986328	-37.88	153.94	0.58
15733.319336	-38.24	156.14	0.73
15866.652344	-38.53	158.39	0.77
15999.985352	-38.67	161.32	0.53
16133.318359	-38.51	164.46	0.58
16266.651367	-38.28	166.08	0.88
16399.984375	-38.08	165.11	0.87
16533.318359	-38.02	162.58	0.92
16666.652344	-38.17	158.40	0.89
16799.986328	-38.46	154.94	0.78
16933.320313	-38.77	152.31	0.59
17066.654297	-39.00	149.90	0.90
17199.988281	-39.23	146.57	0.94
17333.322266	-39.50	142.08	0.94
17466.656250	-39.86	137.45	0.93
17599.990234	-40.31	133.10	0.96
17733.324219	-40.75	128.97	0.97
17866.658203	-41.19	124.95	0.85
17999.992188	-41.64	121.47	0.87
18133.326172	-42.15	121.36	0.90
18266.660156	-42.68	125.58	0.90
18399.994141	-43.18	134.57	0.79
18533.328125	-43.68	149.64	0.70
18666.662109	-44.13	168.68	0.74
18799.996094	-44.49	-173.55	0.84
18933.330078	-44.83	-161.30	0.82
19066.664063	-45.17	-152.94	0.88
19199.998047	-45.53	-142.52	0.61
19333.332031	-45.84	-128.75	0.41
19466.666016	-46.07	-114.39	0.71
19600.000000	-46.23	-105.85	0.85
19733.333984	-46.35	-101.55	0.80
19866.667969	-46.43	-100.53	0.84
20000.001953	-46.45	-100.41	0.89
